      0.483787878788; 3;9
      0.256020486218; 4;8;9
      0.255774768862; 4;7;9;10
      0.255771152721; 2;3;8;10
      0.255383494001; 0;1;3;9
      0.255383439517; 3;4;7;8;9
      0.255003600724; 0;1;3;7;10
      0.254931617657; 4;7;8;9;10
      0.254918385640; 3;6;7;8;9;10
      0.254801868352; 3;4;7;9
      0.253618915874; 3;6;8;10
      0.253339918260; 2;3;7
      0.253276152871; 0;3;7;9
      0.252558976643; 2;3;4;8
      0.251960840217; 2;8;10
      0.251633066436; 4;8;9;10
      0.251498974383; 2;3;7;9;10
      0.251442307692; 2;6
      0.251096593816; 0;7;8;9;10
      0.251092593522; 3;5;7;9
      0.250876453602; 0;1;3;9;10
      0.250425390691; 5;8;10
      0.250270933616; 0;2;3;8
      0.250221369860; 0;7;9;10
      0.249882975251; 2;4;9
      0.249726462256; 3;5;7;9;10
      0.248768794552; 0;1;2
      0.248553970987; 4;7;8;10
      0.248020532219; 0;3;6;9;10
      0.247807066146; 3;5;8;9;10
      0.247653172736; 1;3;7;8;9;10
      0.247411546590; 3;5;7;8;10
      0.247299208211; 6;7;8;9;10
      0.247237131507; 6;8;9
      0.247176079883; 1;2;5
      0.247046495552; 1;3;6;9
      0.247021401761; 2;3;4;10
      0.246639399180; 0;3;7;8;9
      0.246050554453; 2;7;8;9;10
      0.246013905395; 2;3;5;9
      0.245776322865; 2;3;7;8;9
      0.245725444433; 0;1;3;8;10
      0.245690203714; 3;4;6;9
      0.245645993008; 3;6;7
      0.244987375253; 1;2;3;9;10
      0.244724184036; 2;7;9
      0.244641694668; 1;8;9
      0.244615144642; 3;6;7;8
      0.244606196404; 3;6;7;9;10
      0.244604664900; 2;3;5;8;9
      0.244215849056; 4;8;10
      0.244008284773; 1;3;7;10
      0.243689359383; 3;6;7;8;9
      0.243236397284; 3;5;6;9
      0.243025593395; 6;8;9;10
      0.242984170193; 6;7;9;10
      0.242956953269; 2;3;4;8;9
      0.242851433444; 6;8;10
      0.242772980269; 1;2;3;8
      0.242290843580; 3;6;7;8;10
      0.242138248905; 1;3;6;10
      0.242130232942; 3;5;7;10
      0.241937775520; 2;3;4;9;10
      0.241810723555; 0;3;6;8;10
      0.241716388642; 2;7;10
      0.241375882551; 0;2;3;9
      0.240571385675; 0;3;7;8;9;10
      0.240278394924; 5;7;9;10
      0.240260065383; 2;4;10
      0.240215140570; 5;7;8;9;10
      0.239946707267; 5;9;10
      0.239876121899; 0;7;8;10
      0.239781535725; 2;8;9
      0.239658130502; 1;3;6;7;9;10
      0.239634116699; 2;7;8;10
      0.239327488623; 0;1;4
      0.239238765307; 1;3;4;8;9;10
      0.238614007317; 0;2;4
      0.238517325908; 0;1;10
      0.238367516150; 0;8;10
      0.237820512821; 0;6
      0.237663303205; 2;8;9;10
      0.237584134327; 2;4;6
      0.237538118368; 1;3;5;8;9
      0.237325955753; 0;1;8
      0.237135780886; 1;2
      0.237130342904; 0;3;4;8;9
      0.236838529319; 1;7;9;10
      0.236832203520; 0;1;3;8
      0.236766823013; 3;5;6;9;10
      0.236594664812; 0;1;3;8;9;10
      0.236343600344; 0;3;5;8
      0.235966018896; 1;3;6;8;10
      0.235961234414; 2;3;4;7;10
      0.235876946589; 0;3;6;7;8;9
      0.235708818156; 1;7;8;9;10
      0.235695906389; 0;3;6;7;9
      0.235582673278; 0;3;4;9;10
      0.235527313358; 1;3;6;9;10
      0.235522062194; 3;4;5;8;9
      0.235475897473; 1;3;4;8
      0.235475801363; 3;4;6;8;10
      0.235368131523; 2;3;4;8;9;10
      0.235293045269; 0;2;3;8;10
      0.235282503142; 2;4;5
      0.235262407204; 0;2;3;7;9;10
      0.235078139563; 0;1;3;7;9;10
      0.234810922024; 5;8;9
      0.234729601777; 2;3;6;9
      0.234688774717; 0;1;7;9;10
      0.234528542829; 1;3;6;7;10
      0.234470209278; 2;3;7;8
      0.234469852425; 0;3;6;10
      0.234276319418; 3;4;6;8;9
      0.234263294825; 1;3;7;8;9
      0.234184497064; 2;4;8;9;10
      0.234101641813; 5;7;9
      0.234079908306; 2;3;7;8;9;10
      0.233731139530; 0;3;6;8;9;10
      0.233461971984; 4;7;10
      0.233435345437; 0;7;8;9
      0.233339884190; 3;4;6;7;9
      0.233187483008; 2;3;5;8;10
      0.233145334583; 2;4;7;10
      0.233102681732; 3;4;7;8;9;10
      0.232827710583; 1;2;3;8;9
      0.232744607258; 1;3;4;9;10
      0.232720302653; 0;3;4;7;9;10
      0.232559418130; 2;3;7;10
      0.232222629383; 0;8;9;10
      0.232171553863; 1;2;3;8;10
      0.232155280780; 0;3;5;8;10
      0.232069066456; 0;1;3;7;8
      0.232064634538; 0;6;8;9;10
      0.232052383485; 4;7;8;9
      0.231974753870; 0;3;6;8;9
      0.231691247265; 1;3;5;9
      0.231532752808; 2;3;5;8;9;10
      0.231465822281; 2;3;4;7;9;10
      0.231450803536; 1;7;8;10
      0.231348161477; 0;2;3;9;10
      0.231333725183; 1;3;4;8;10
      0.231258720119; 0;3;6;7;9;10
      0.231073557136; 2;7;8;9
      0.230961511184; 0;3;5;8;9
      0.230924929999; 2;4;7;9
      0.230817963707; 6;7;10
      0.230769721084; 4;7;9
      0.230463496748; 1;3;6;7;9
      0.230454604508; 2;3;4;7;9
      0.230343327331; 2;4;8
      0.230276583794; 2;3;5;9;10
      0.230235410053; 1;3;6;8
      0.230068185467; 1;3;6;8;9
      0.229907793813; 2;3;4;7;8
      0.229747169930; 0;1;3;10
      0.229612199279; 1;3;5;8
      0.229585942399; 0;3;4;7;10
      0.229465111783; 1;7;10
      0.229462144090; 0;3;4;8;10
      0.229449265229; 0;1;9
      0.229412280673; 2;3;6;8;9
      0.229016956093; 1;8;9;10
      0.228840318771; 0;1;3;8;9
      0.228697959392; 0;1;7;8;10
      0.228655835812; 1;2;3
      0.228570071320; 0;3;4;8;9;10
      0.228557421587; 2;3;6;7;10
      0.228495275355; 0;2;3;8;9
      0.228429530664; 0;1;9;10
      0.228426461792; 1;4;7;10
      0.228325406358; 0;2;3;7;10
      0.228059042527; 1;2;4;10
      0.227964211875; 2;3;6;8
      0.227887006711; 0;2;5
      0.227824308111; 0;1;3
      0.227804271120; 3;6;7;10
      0.227792972077; 3;4;5;9
      0.227706807669; 1;3;4;9
      0.227638358543; 1;3;4;8;9
      0.227636819970; 2;3;5;8
      0.227534965035; 0;2
      0.227338410801; 0;1;3;7;8;9;10
      0.227160991266; 3;4;6;8;9;10
      0.227153300342; 3;5;7;8
      0.227131121901; 0;8;9
      0.227111934840; 0;3;4;9
      0.226961267569; 5;7;10
      0.226887561617; 1;2;3;8;9;10
      0.226840498745; 1;3;4;10
      0.226698219162; 6;7;9
      0.226666651349; 0;2;3;7;8
      0.226663458421; 2;3;4;8;10
      0.226410497556; 0;3;6;8
      0.226189739171; 0;1;7;10
      0.226142351468; 0;1;3;7;8;9
      0.226110604434; 1;3;6;7;8;10
      0.226100018648; 0;3;4;7;8
      0.226009547657; 2;4;7;8;9;10
      0.225655218917; 5;7;8
      0.225492757429; 3;5;7
      0.225445636802; 5;7;8;10
      0.225307861799; 2;5;9
      0.225302814932; 2;3;5;7;9
      0.225190493604; 1;3;4;7;9
      0.225183131974; 3;4;6;9;10
      0.225131053454; 0;6;7;9;10
      0.225121469841; 3;5;6;8;10
      0.225018803426; 3;4;5;8
      0.224708724271; 2;4;7;8;9
      0.224660716959; 3;4;5;8;10
      0.224559020218; 1;2;3;4;8
      0.224555049158; 1;2;10
      0.224517114848; 0;3;5;9;10
      0.224487179487; 1;3
      0.224396723872; 0;3;6;7;8;10
      0.224341303796; 2;3;6;8;10
      0.224275338377; 6;7;8;10
      0.224140522864; 0;3;4;7;8;9
      0.224119475505; 0;3;5;8;9;10
      0.224110815127; 1;2;3;5;9
      0.223923981922; 1;6;7;9;10
      0.223767323004; 0;1;3;7;8;10
      0.223735675737; 0;7;10
      0.223708244791; 5;8;9;10
      0.223616825771; 0;3;4;8
      0.223534382284; 4;9
      0.223362057904; 0;1;2;3;8
      0.223216880038; 0;3;4;10
      0.222820512821; 5;6
      0.222801432318; 1;4;7;8;10
      0.222672270488; 1;2;4;9
      0.222653718197; 2;4;7;8;10
      0.222652369088; 3;4;6;8
      0.222477460198; 2;3;5;7;8
      0.222450391311; 3;4;5;8;9;10
      0.222387410240; 1;2;3;10
      0.222196082809; 3;5;6;8;9;10
      0.222166068666; 1;4;7;9;10
      0.222155258058; 0;1;2;4
      0.222090600107; 2;4;9;10
      0.222088670851; 0;2;3;4;8
      0.221959775885; 1;2;4;5
      0.221937494479; 1;2;4;8;10
      0.221777389277; 4;10
      0.221598987645; 1;7;8;9
      0.221351098929; 1;3;5;7;9
      0.221199885593; 1;3;4;7;10
      0.221061170184; 1;6;8;10
      0.221050945855; 1;2;4;8
      0.220905650934; 2;3;4;7;8;9
      0.220889096993; 0;3;6;7;8;9;10
      0.220723595861; 0;1;2;3;9
      0.220644902609; 2;3;4;7;8;9;10
      0.220540526354; 0;1;3;7;9
      0.220435218298; 0;6;9;10
      0.220377560474; 2;4;8;10
      0.220108352948; 3;4;6;7;8;9;10
      0.220104750964; 1;3;5;8;10
      0.220086815575; 1;2;3;4;8;9
      0.220065060366; 1;2;7;10
      0.219984328704; 2;4;7;9;10
      0.219860042982; 0;2;3;10
      0.219772815141; 0;1;8;10
      0.219771692346; 1;2;3;7;9
      0.219372354559; 1;3;5;9;10
      0.219340528908; 3;4;6;7;10
      0.219291298669; 0;7;9
      0.219242751555; 0;3;6;7;10
      0.219166741581; 2;3;4;6;9
      0.219091937496; 2;3;4;7;8;10
      0.219019135615; 0;1;7;8
      0.218988508213; 0;2;9;10
      0.218602758108; 0;2;3;4;8;9
      0.218546225702; 0;2;3;8;9;10
      0.218406177156; 6;10
      0.218372182296; 0;6;7;10
      0.218153553446; 1;2;3;7;10
      0.217974725143; 2;3;6;9;10
      0.217795667479; 3;4;5;7;8
      0.217699667293; 2;3;5;7;9;10
      0.217420307523; 3;4;6;7;9;10
      0.217372883035; 0;1;3;6;9;10
      0.217329328935; 3;5;7;8;9;10
      0.217242139381; 2;4;7
      0.217165383957; 0;3;6;7;8
      0.217155698998; 0;6;10
      0.217075433823; 2;3;4
      0.217065047041; 1;4;8;10
      0.217061823217; 2;3;4;5;9
      0.216981880362; 1;2;4;7
      0.216960486342; 0;6;7
      0.216810377584; 0;1;2;3;8;9
      0.216762814111; 6;7;8;9
      0.216746592694; 1;3;4;7;8
      0.216676419829; 0;1;2;3;6;9
      0.216675648443; 1;2;3;6;8
      0.216591523933; 1;2;3;7;8
      0.216458734975; 0;2;3;6;8;9
      0.216442853589; 0;4;7;9;10
      0.216442240365; 3;4;6;7;8;9
      0.216434532562; 1;3;4;7;9;10
      0.216311182433; 0;1;3;6;10
      0.216224743447; 0;1;2;3;8;10
      0.216126754946; 2;3;5;7;8;9
      0.215990782061; 1;3;6;7;8
      0.215763689835; 2;7;8
      0.215747474555; 0;6;8;10
      0.215616847399; 1;2;3;6;9;10
      0.215596176249; 1;2;9;10
      0.215580296163; 0;1;2;3;10
      0.215544470373; 1;3;6;7;8;9
      0.215435377240; 1;2;3;5;8
      0.215300148057; 0;2;3;6;9;10
      0.215278055401; 2;5;10
      0.215181969599; 0;2;3;7;8;9;10
      0.215168767691; 1;2;3;5;8;9
      0.215156427120; 0;7;8
      0.215114594087; 0;4;7;8;9;10
      0.215107401227; 0;3;4;6;9;10
      0.215033154504; 1;3;6;7;8;9;10
      0.214962747712; 2;5;8;9;10
      0.214930430671; 2;6;7;8;9;10
      0.214923287304; 0;1;2;5
      0.214907130870; 0;1;3;6;9
      0.214883449883; 4;7
      0.214804778555; 1;6
      0.214755928416; 4;6;8;9;10
      0.214383843649; 1;6;8;9;10
      0.214340668512; 0;1;7
      0.214323020100; 0;1;2;3;9;10
      0.214275965371; 1;4;9;10
      0.214261378720; 5;6;8;9;10
      0.214256429309; 1;2;5;9
      0.214236622588; 3;4;6;7;8;10
      0.214190784319; 0;1;7;8;9;10
      0.214121952692; 0;1;3;7
      0.214072539284; 0;2;3;7;8;9
      0.213953159735; 0;1;2;3;7;8
      0.213903916442; 3;4;6;10
      0.213851206380; 2;3;4;7
      0.213747215565; 0;3;5;7;8;9
      0.213721945837; 1;2;3;6;9
      0.213640580920; 0;3;5;7;8
      0.213590499223; 0;2;3;4;9
      0.213455981189; 2;3;4;6;8;9
      0.213444691848; 1;2;3;4
      0.213411680458; 0;3;5;7;9;10
      0.213405880416; 1;2;3;7;9;10
      0.213320021371; 1;4;8;9;10
      0.213287587147; 2;3;5;7;8;9;10
      0.213226651359; 4;7;8
      0.213189519713; 1;3;5;7;8;9;10
      0.213180098625; 0;1;2;8
      0.213130324383; 2;4;8;9
      0.213114090527; 1;2;3;4;9
      0.213013913606; 0;2;3;6;9
      0.212950455753; 1;2;3;4;9;10
      0.212884879126; 1;2;7;8;10
      0.212877451378; 0;3;4;7;8;9;10
      0.212835356950; 1;3;5;6;9
      0.212819331939; 3;4;5;7;10
      0.212707415111; 1;4;7;8;9;10
      0.212614638437; 3;5;6;8
      0.212557822716; 0;3;5;9
      0.212525334075; 0;2;3;7;8;10
      0.212513925938; 0;1;8;9;10
      0.212465547553; 1;3;4;6;9;10
      0.212410577113; 0;2;3;7;9
      0.212380714663; 1;6;7;8;10
      0.212290625553; 3;5;6;8;9
      0.212237923087; 3;5;6;7;8;9
      0.212113841138; 1;3;5;8;9;10
      0.212045612129; 0;3;5;7;8;9;10
      0.212036873971; 3;4;5;7;9
      0.211896557070; 0;1;2;3;8;9;10
      0.211878093853; 2;3;5;7;10
      0.211787624776; 0;3;6;7
      0.211756615068; 1;2;3;7;8;9
      0.211718782491; 0;1;2;3;7;10
      0.211683794816; 0;1;3;6;8;10
      0.211622872307; 0;3;5;7;9
      0.211597911844; 0;3;4;5;8;9
      0.211550807302; 0;2;3;4;9;10
      0.211481547964; 1;2;8;9;10
      0.211465068423; 1;2;3;7;8;9;10
      0.211335669447; 0;1;2;3;7;8;10
      0.211323965091; 3;4;5;9;10
      0.211314635825; 0;1;2;3;7;8;9
      0.211266521868; 1;2;3;7
      0.211222965024; 0;1;8;9
      0.211104817759; 0;1;2;7
      0.211079465590; 1;2;4;9;10
      0.211021553041; 1;2;3;7;8;10
      0.211017949514; 0;2;4;8
      0.210984090739; 0;2;3;5;8;9
      0.210828286843; 0;1;2;3
      0.210781227758; 1;2;9
      0.210751264981; 0;4;6
      0.210716611871; 1;2;6;8;10
      0.210319067508; 3;5;6;7;9
      0.210291352570; 0;6;7;8;10
      0.210278798779; 0;2;4;8;10
      0.210142162057; 2;3;4;5;8
      0.210043749802; 1;3;4;7
      0.209990153219; 1;2;4;7;10
      0.209936280557; 0;1;2;9
      0.209874405001; 2;4;5;10
      0.209861141049; 1;2;3;4;10
      0.209827653071; 0;1;2;9;10
      0.209776249098; 2;3;6;7;9
      0.209761300635; 1;7;8
      0.209748408093; 2;5;7;8;9;10
      0.209712280721; 1;2;3;4;8;9;10
      0.209695227162; 0;1;3;4;10
      0.209670655708; 0;1;2;3;4;10
      0.209667930777; 1;3;4;7;8;10
      0.209667057817; 2;3;4;5;8;9;10
      0.209593996340; 0;2;3;7
      0.209572992469; 0;4;7;8;10
      0.209568629501; 0;3;4;7;8;10
      0.209532138740; 1;4;8
      0.209344452656; 1;7;9
      0.209330453970; 2;3;4;6;9;10
      0.209291354228; 0;2;3;5;9
      0.209265734266; 0;4
      0.209184530897; 2;3;6;10
      0.209157731694; 1;3;6;8;9;10
      0.209087269818; 0;3;5;7;10
      0.208977272727; 0;3
      0.208717824634; 1;3;4;7;8;9;10
      0.208700219873; 1;5;7;8;10
      0.208566477193; 0;2;7;8;10
      0.208493589744; 3;4
      0.208459358155; 0;2;5;8
      0.208436854990; 0;5;7;8;10
      0.208433684971; 1;2;6
      0.208405671203; 0;1;6;10
      0.208376487947; 1;2;5;8
      0.208251768940; 1;6;10
      0.208214225061; 1;3;4;7;8;9
      0.208174530918; 0;1;3;6;7;9
      0.208128328160; 0;1;2;3;7;8;9;10
      0.208097769457; 2;3;4;6;8;9;10
      0.207891444520; 1;3;5;10
      0.207805998213; 2;3;6;7;8
      0.207772771245; 1;3;5;7;8;10
      0.207747114053; 1;4;10
      0.207690732911; 1;3;4;5;9;10
      0.207682681000; 0;1;6;7;9;10
      0.207657896415; 1;3;4;6;9
      0.207600780584; 4;6;7;9;10
      0.207571027056; 1;2;3;4;6;9
      0.207530681843; 1;2;7;9;10
      0.207524594260; 0;1;3;4;8;9;10
      0.207372477316; 0;2;3;4;8;9;10
      0.207339942190; 0;5;8;9;10
      0.207319157437; 0;1;2;5;9
      0.207310906212; 0;3;4;6;9
      0.207199823436; 0;3;4;6;10
      0.207177027530; 1;4;7;8;9
      0.207120414367; 2;3;4;6;8
      0.207042215605; 0;6;7;8;9;10
      0.207003121558; 0;1;3;6
      0.206984552093; 0;1;2;4;8
      0.206899176308; 0;6;7;9
      0.206883245213; 1;2;3;4;7;8;9
      0.206825087708; 4;5;7;10
      0.206767760671; 0;1;6;9;10
      0.206599417058; 2;4;5;8
      0.206587415764; 0;2;8;9
      0.206500445252; 0;1;2;3;4;8;9
      0.206287228928; 1;6;7;8;9;10
      0.206278165032; 0;1;2;4;7
      0.206167836872; 2;3;6;8;9;10
      0.206130191969; 0;1;3;5;8;9
      0.206084614144; 3;4;6;7;8
      0.206065342074; 5;7;8;9
      0.206058217619; 1;3;4;6;8;9
      0.206011517734; 2;6;7;9;10
      0.206006468059; 1;6;7;10
      0.205971411368; 1;6;9;10
      0.205887876350; 2;3;6;7;8;9;10
      0.205788595350; 2;6;7;8;10
      0.205748834499; 1;10
      0.205742031188; 0;3;5;6;9
      0.205676596530; 0;3;5;7;8;10
      0.205560170630; 2;5;7;9;10
      0.205512166303; 0;4;8;9;10
      0.205433906668; 2;3;6;7;8;10
      0.205431774900; 0;2;3;4;7;8
      0.205395069539; 4;6;7;8;9;10
      0.205328530577; 1;3;4;6;7;8
      0.205280569246; 1;2;7;8;9;10
      0.205270939527; 2;4;7;8
      0.205261648961; 0;1;3;5;8;10
      0.205253953412; 0;1;6;7;10
      0.205218006249; 0;2;8
      0.205190987167; 2;3;5;10
      0.205155228505; 1;3;5;7;8
      0.205084057555; 0;3;5;6;9;10
      0.204985276244; 0;3;5;6;8;9
      0.204970734318; 2;5;7
      0.204916938086; 1;3;6;7
      0.204902843354; 1;2;3;4;7;10
      0.204889474632; 1;2;8
      0.204803816134; 1;2;4;8;9
      0.204762628031; 2;5;7;10
      0.204687306181; 0;1;2;3;7;9
      0.204655606187; 4;6;9;10
      0.204494380177; 4;5;7;9;10
      0.204491482563; 2;3;4;6;7;8;9
      0.204448132172; 1;3;5;7;9;10
      0.204401294838; 0;3;4;7;9
      0.204378108914; 0;4;7;10
      0.204349309414; 0;1;2;4;10
      0.204303655650; 0;1;6
      0.204212923493; 3;5;6;7;8;9;10
      0.204209664760; 0;1;2;5;8
      0.204198410110; 1;2;5;8;10
      0.204104677227; 0;1;3;4;9
      0.204083137923; 2;3;4;6;8;10
      0.204047259814; 0;1;2;3;6;9;10
      0.203997649007; 0;2;3;4;6;8
      0.203978174145; 0;6;7;8;9
      0.203968941955; 0;1;2;3;4;9
      0.203944321875; 1;2;3;4;7;8;10
      0.203914394568; 1;2;4;7;9;10
      0.203894656072; 1;5;7;10
      0.203822703639; 2;3;6;7;9;10
      0.203632481668; 1;2;3;5;8;9;10
      0.203595607378; 1;2;3;5;9;10
      0.203566284807; 0;4;6;10
      0.203539655395; 0;3;4;6;8;9;10
      0.203507951738; 2;5;8;10
      0.203407334895; 2;3;4;6;7;10
      0.203375367986; 2;5;8
      0.203301224397; 0;1;3;5;9
      0.203269626001; 2;3;4;5;9;10
      0.203257389356; 0;1;3;6;7;9;10
      0.203189518682; 1;2;3;4;7;9;10
      0.203164950967; 1;2;4;7;8;10
      0.203133401156; 3;4;5;10
      0.203111180117; 0;3;5;6;8;9;10
      0.203090308953; 0;2;6;9
      0.203032377235; 0;1;3;4;8
      0.203015131410; 0;2;7;9;10
      0.202979884128; 1;3;5;7;10
      0.202901126009; 0;1;2;3;6
      0.202878452638; 2;3;4;5;7;9
      0.202870960722; 0;2;8;10
      0.202852843661; 2;3;4;5;7;8;9
      0.202846124129; 1;3;4;6;7;10
      0.202842532152; 3;5;6;7;9;10
      0.202838719299; 2;3;4;6;7;9
      0.202797721682; 1;2;4;6
      0.202794289044; 5;7
      0.202760564007; 3;4;5;7;9;10
      0.202741622729; 1;2;3;6;7;9;10
      0.202731464956; 2;3;4;5;8;9
      0.202697421468; 1;2;4;8;9;10
      0.202686511396; 0;1;2;10
      0.202609100664; 0;1;3;5;7;8
      0.202578434637; 0;1;3;4;9;10
      0.202536251350; 2;4;6;9;10
      0.202513829162; 1;2;3;4;8;10
      0.202504813403; 0;3;5;6;8
      0.202467798594; 1;2;3;5;10
      0.202415770899; 2;3;5;6;8
      0.202364409467; 2;4;6;8;9;10
      0.202266569049; 0;1;6;8
      0.202228137337; 0;2;3;4;10
      0.202158841575; 0;1;3;4;7;8
      0.202057375765; 1;3;4;6;10
      0.201945351815; 0;2;4;7;10
      0.201927688429; 4;5;8
      0.201916408727; 0;2;8;9;10
      0.201886510180; 2;3;4;5;10
      0.201772074016; 0;1;4;10
      0.201720822713; 2;3;4;6;7;9;10
      0.201707856510; 4;6;7;8;9
      0.201694593435; 1;2;3;5;7;9;10
      0.201647924076; 0;1;4;6
      0.201605313394; 0;4;9;10
      0.201591075733; 2;6;10
      0.201590169149; 1;2;3;5
      0.201581512805; 1;2;4;6;8
      0.201550592758; 3;4;5;7;8;10
      0.201529109065; 1;2;4;7;8
      0.201432934367; 0;1;2;3;7
      0.201429561186; 0;1;3;4;7;10
      0.201414060599; 0;2;3
      0.201304302927; 1;2;6;9;10
      0.201245203088; 2;4;6;10
      0.201237542275; 2;3;5;7;8;10
      0.201088096905; 2;3;5;6;8;9
      0.201069917389; 0;1;3;4;8;10
      0.200954557184; 0;1;2;3;6;8;9
      0.200945086887; 0;1;3;4;7;8;9;10
      0.200936948379; 1;2;5;10
      0.200905074132; 0;3;4;5;8;10
      0.200900598850; 4;5;8;9
      0.200862214168; 1;3;4;5;8;9
      0.200834817401; 1;5;6;7;10
      0.200796391415; 0;3;4;6;8;10
      0.200779820450; 0;1;3;5;10
      0.200734265734; 3;5
      0.200694241893; 2;5;6
      0.200687441808; 0;3;4;5;8;9;10
      0.200574009324; 6;8
      0.200554558717; 1;2;3;5;6;8;9
      0.200512125326; 3;4;6;7
      0.200491422193; 2;4;5;8;10
      0.200473099495; 1;2;3;6
      0.200470426122; 0;2;3;4;7;8;9
      0.200367494590; 1;2;3;6;8;9;10
      0.200359972252; 2;3;6;7;8;9
      0.200314685315; 2;10
      0.200312328775; 1;3;4;5;9
      0.200290206949; 3;4;5;7
      0.200285547786; 4;8
      0.200269339184; 0;1;3;5;8
      0.200258269705; 0;2;3;4;8;10
      0.200239938341; 1;5;9;10
      0.200228515095; 0;1;3;4;6;7;10
      0.200200955352; 1;2;8;10
      0.200178961915; 0;2;3;5;8;9;10
      0.200151710547; 1;6;8;9
      0.200115861791; 0;1;2;3;7;9;10
      0.200077732699; 2;3;4;6;7;8
      0.200077331323; 1;2;3;6;7;8;9
      0.200073180206; 0;1;2;4;5
      0.200058387068; 1;3;4;6;7;9
      0.200043512206; 0;5;9;10
      0.199988867244; 0;2;4;8;9;10
      0.199945498208; 0;2;6
      0.199922883185; 0;1;3;6;7;8
      0.199884938549; 0;3;4;7
      0.199804933309; 0;4;7;8;9
      0.199800717061; 2;6;8;9;10
      0.199765573837; 0;1;2;7;9;10
      0.199745176134; 1;2;8;9
      0.199694746971; 2;5;8;9
      0.199663616383; 2;6;9;10
      0.199657471215; 0;3;4;6;7;9;10
      0.199576393135; 1;3;5;6;7;8;9
      0.199562696108; 2;3;4;5;7;9;10
      0.199511689550; 3;5;6;7;10
      0.199446670990; 1;6;7;8;9
      0.199403963616; 1;2;4;7;9
      0.199399625113; 3;5;6;10
      0.199353348754; 2;3;4;5;8;10
      0.199275327965; 0;1;3;5;7;8;9;10
      0.199234882473; 0;1;6;7;8;9
      0.199094158988; 0;3;4;5;10
      0.199089513513; 3;4;5;6;7;8;9
      0.199088226179; 0;1;2;3;5;9
      0.199071618928; 1;2;3;6;8;9
      0.199035910598; 1;5;8;10
      0.199026350628; 0;3;4;6;7;8
      0.198965800972; 1;3;5;6;8
      0.198947283628; 0;1;2;5;7
      0.198857580279; 0;3;4;6;7
      0.198836723896; 0;2;3;5;9;10
      0.198815215503; 1;3;4;5;8;9;10
