dim_00,dim_01,dim_02,dim_03,dim_04,rand_00,rand_01,rand_02,classes,pred_classes,org_pred,source,dim_04_org
-2.5728347490206724,-3.1461370317917225,-1.2648681162733366,-2.520527861894707,3.9303408855986,124.8492328752005,861.6456450588689,49.81970385991002,5,5,5,0_0,3.878904312538162
-2.5429144490352824,-3.0987223111757998,-2.720472282028849,-1.7149977690351332,3.800828014915103,-43.98290836488218,858.0860428187099,-6.849119139081751,5,5,5,0_0,3.723424310674595
-2.623069634256348,-3.09249392335212,-3.082006951552578,-3.1561642115297808,3.941318199797668,-740.4498136464367,862.5673580994812,106.0612787508795,5,5,5,0_0,3.905053509205405
-3.23006783715934,-3.0868592122059795,-0.9640115321464352,-1.61579159887526,4.871051486187204,-63.293427711982446,856.5115440919384,37.787791004487374,5,5,5,0_0,4.725647367260777
-2.3967025376081192,-3.086014031873548,-1.8735286197414525,-3.011204934357891,4.569798131911135,-531.2272626867298,858.4395849377685,91.18491123379414,5,5,5,0_0,4.500017399790693
-2.050111661861788,-3.045895825784771,-2.1712541581822893,-1.5381091799146709,3.7277586437526096,-867.5550630975076,858.6714903109025,-54.73214633611187,5,5,5,0_0,3.675426351132949
-1.2346374508914733,-2.9435677316062243,-1.4433089287249716,-4.3314047918535525,4.670687070543373,-631.1132068096849,859.0177307728504,60.11311650079768,5,5,5,0_0,4.571242929060883
-1.9981696510851967,-2.922953825071887,-1.243830772310813,-2.0399041233024944,3.683556528238253,-326.69334422447884,863.0541009167661,-36.88279875449214,5,5,5,0_0,3.5844112593086086
-2.194158998260225,-2.901996879162431,-2.3339443055915456,-0.0893024057036491,3.618510098603728,-746.4797489807177,855.749473027242,94.07527729045606,5,5,5,0_0,3.5120153546617585
-1.4933385391430092,-2.9008431687288403,-1.2990646662470136,-2.671114139220589,3.5120153546617585,-575.7875645729764,857.1391112979842,-59.44960546445739,5,5,5,0_0,3.41423250693177
-2.9513859720617037,-2.8969949920755136,-1.914044500527286,-2.6849358725294,3.982867348978437,-717.1904360017802,861.9521096694924,76.03316616753108,5,5,5,0_0,3.941318199797668
-2.3873391609989896,-2.8736969602788536,-1.3528645844858245,-1.4835298302606452,3.80561361603308,-835.9902027806274,863.7897061906023,-60.39920739812354,5,5,5,0_0,3.72840248363944
-1.8441261277838896,-2.873300137727282,-1.7627384491757558,-1.5012742893760675,3.675426351132949,-337.3111081000806,862.309196039509,67.53726754823428,5,5,5,0_0,3.569532040201212
-2.024962791151267,-2.872166725439544,-1.1424561078305622,-1.25001800599446,4.39904717933995,-199.77795992999103,861.0001770820968,93.1637231454629,5,5,5,0_0,4.314590037471195
-2.115923663265145,-2.8637890570206785,-1.5646237181277225,-2.84408614038436,4.608142237502506,-187.24933454617275,859.9666854654303,-38.8650387127617,5,5,5,0_0,4.531429131410319
-1.8339173188794995,-2.861343301976811,-0.3399479685211666,-2.242851460212732,3.569532040201212,-75.66800415682923,859.8690228555323,-15.30561832050573,5,5,5,0_0,3.4745718688443734
-1.5236072818885942,-2.844071494541356,-2.644137401394301,-1.5918740248678531,4.871051486187204,-454.1391133063215,857.9648878263424,-81.67298738473309,5,5,5,0_0,4.871051486187204
-1.9855865023644428,-2.788431680576744,-2.7034262259295905,-0.6919468843779844,3.973072385379473,-466.8450163385911,855.6318659812985,-57.21997326355148,5,5,5,0_0,3.9303408855986
-2.1057354845154976,-2.78772382787781,-3.7357419341805618,-1.89894864041344,3.715950243200207,-391.5380934574249,856.8380549789525,-41.45687289963851,5,5,5,0_0,3.648889032794688
-0.9191416860694884,-2.7792974769730945,-3.266870711830064,-1.4669842623651814,4.476112182732268,-125.9482155923822,857.1519234597637,-40.15335110348855,5,5,5,0_0,4.336801724572455
-1.6218957233252755,-2.77579497570774,-1.7211239041112156,-0.950645240581871,4.018494954714774,-735.0323588014671,857.2010961147055,57.58846247021871,5,5,5,0_0,3.984057415319449
-3.605965488596008,-2.7732703127882523,-1.394748260069488,-1.1153335469642298,4.001442514121406,-23.21764872593397,856.2106292959356,60.9851389451942,5,5,5,0_0,3.961047846428073
-3.252518425284477,-2.771360057138596,-0.9669809287872968,-3.5594974042579386,3.5149253877689124,-847.6026940868257,855.7911824433402,-16.189491764476514,5,5,5,0_0,3.434870888366624
-2.4118261399317937,-2.752319133187483,-1.6715599317379066,-2.6946087692786658,4.871051486187204,-65.12095973260307,856.5011630300882,3.1410317554604745,5,5,5,0_0,4.675740838401729
-1.122159849965033,-2.720537106009984,-2.2220354050524413,-1.611052166750449,3.8446575274144026,-534.9105826370148,859.9975807748766,27.823224165275462,5,5,5,0_0,3.7764743220618016
-2.189609576010102,-2.7102156092308327,-1.4703585321932215,-2.641824021711635,3.593989748106625,-432.4239008788259,859.6566877872744,-11.932817574504156,5,5,5,0_0,3.5025603895743656
-2.390619073961236,-2.68548149210224,-1.567273185151208,-1.4509171559883731,3.8590899049705714,-861.2633344085989,858.6094453812427,-74.59563434978762,5,5,5,0_0,3.787206601538986
-0.8302432490258904,-2.6688497216800195,-2.9256932949706167,-2.2522373242288998,4.565447673054515,-337.47900064119926,857.204710911121,60.547584348900656,5,5,5,0_0,4.483967468132224
-1.6161383717065336,-2.6596898003478087,-0.624767509726543,-1.4649278955630254,4.636647329754183,-289.523588737832,861.4214763651695,-75.90836328298536,5,5,5,0_0,4.565447673054515
-1.9421768276925688,-2.63401875769217,-2.9553515208738315,-2.375304683368327,4.061800161848005,-35.765317087998454,856.7462211027965,90.30337940254938,5,5,5,0_0,4.001442514121406
-0.9510660017579003,-2.6232741915013604,-2.027140180742327,-2.829652858855997,4.32357530395528,-321.6804756719957,859.8921831810925,10.216816681879209,5,5,5,0_0,4.239897134613066
-2.274303089246051,-2.6211993123944004,-1.3347065710556771,-4.5413630505568,3.984057415319449,-791.0352764962809,855.9238664939649,-92.5355835256938,5,5,5,0_0,3.942846729832364
-1.753858677279109,-2.6100153913172788,-1.055897461006778,-2.0647338701301505,4.731359020524375,136.7808507332613,857.3665551569694,-25.31883179905722,5,5,5,0_0,4.636647329754183
-0.8850679792048226,-2.5930138720552582,-0.5597804063940685,-0.0262026161727987,3.317828478372477,-389.10809828729936,862.5573063795018,100.43387573460572,0,5,0,0_0,0.4656186695497136
-0.120739370639394,-2.549023308604068,-1.182787685774509,-1.415232818899027,3.699635733274005,-164.17802458488177,859.5373408821774,-13.09239046304873,5,5,5,0_0,3.6188531569090023
-1.2108987952752504,-2.537988476805069,-0.8383058406539516,-1.1764695192357393,3.675426351132949,-555.4356553019823,857.7480569670677,49.8802841773846,5,5,5,0_0,3.5707935782354143
-2.6770877759095786,-2.533478973561251,-2.0047637673701835,-3.3525373020851617,4.298307350727356,-888.3039468866939,855.9956443918845,-0.6649029697032915,5,5,5,0_0,4.187538912758547
-3.2151286600720543,-2.5231187106604613,-1.703830488046607,-0.7165287133531228,4.632424098660836,19.8341012917446,855.996212689431,60.5568554993574,5,5,5,0_0,4.541928330424844
-2.310594442817231,-2.516457657628316,-2.5100700336607717,-1.233728295113386,4.186431951606933,-449.1600075539986,857.23705340009,96.4689637235346,5,5,5,0_0,4.118700590770667
-2.2353940045091663,-2.5040199836271158,-1.4476218511027894,-0.8744522032865993,4.177688108406462,-474.33865890396606,860.0140926464269,-61.487961880431214,5,5,5,0_0,4.097302024777752
-1.5259461809221355,-2.5010522209464057,-1.3224943168920689,-2.2029408620339046,3.398119595423106,122.0660681471606,858.7383853321044,93.7545961110665,5,5,5,0_0,3.191616199728645
-2.920922989242295,-2.4886861118440526,-1.8186526012043225,-1.6908938769215511,3.940631427019312,-268.3661441549471,859.65994046234,105.57760835197764,5,5,5,0_0,3.90337197388763
-2.383006857217351,-2.485977830096246,-2.1506090680690453,0.2041741949759212,4.483967468132224,-310.7719138484686,861.7164976350606,94.27267540537918,5,5,5,0_0,4.3769288470758
-2.290493328924453,-2.4787500644648377,-2.368935785627695,-1.4457847745209116,4.097302024777752,87.20931801655303,862.815538425001,-37.86019854491235,5,5,5,0_0,4.018494954714774
-2.346219106870711,-2.477303246889384,-1.3665125516895458,-2.795542817439834,3.842609180835269,-443.3613083215827,860.705594994632,4.323854061815197,5,5,5,0_0,3.7543367414390527
-2.704603271682184,-2.476427948147087,-3.110294840364641,-1.8315193285618865,3.787206601538986,-386.15955716261857,861.6598772945839,83.4950280286851,5,5,5,0_0,3.7110075385692673
-3.2927094299283786,-2.4719138542044865,-1.558491222542277,-2.180525104569801,4.097302024777752,73.44852702802132,863.3196523482321,71.2857297486394,5,5,5,0_0,4.034635937280299
-1.8051758366509243,-2.448608725583888,-2.1848555819661444,-1.921749365525354,3.960071596569393,-466.7497542839056,861.3567290690454,-91.8911950505011,5,5,5,0_0,3.9201717528274655
-2.128504895620396,-2.436833439053377,-2.2393454179419474,-2.779845260738273,4.671596644562913,-315.70169835277267,860.4698385963599,80.09407832149924,5,5,5,0_0,4.586092867098146
-3.124450443085029,-2.430438206792111,-2.048860537081901,-3.615941865724909,4.713728017343527,-55.074127762805546,859.615104872676,9.094635679776175,5,5,5,0_0,4.608142237502506
-3.941113656428167,-2.426180398573523,-3.737257123808358,-1.7885853826834908,3.41423250693177,-587.8808295112401,856.1800519725573,-84.81158793689124,5,5,5,0_0,3.216485359169567
-2.237900863394485,-2.4205047471883074,-1.3180250852536397,-2.946444947787511,4.252167415436052,19.216975655337407,858.078385929629,-21.493030128229123,5,5,5,0_0,4.1858092301112535
-2.5637827484887072,-2.418985042217137,-0.972946512117151,-3.305068088333659,3.54305417303642,-426.1319404501366,862.7629825937896,-47.26371034277477,5,5,5,0_0,3.455981087134959
-1.4430656022725687,-2.38541277687478,-3.559649374203494,-4.270005153117904,3.4264632455746717,-715.6377229731211,861.9751754184698,-95.1233060450458,5,5,5,0_0,3.2955027198284594
-1.8145263262921216,-2.3716648624924948,-2.0556258289938154,-2.0309943159916344,4.1858092301112535,47.99309691476621,859.0298800580842,37.41798687080956,5,5,5,0_0,4.111260728264744
-1.312332102125155,-2.366106599470092,-1.663440295185217,-2.636909442549197,4.531429131410319,-498.4185149448136,859.0756354694021,18.230296015936688,5,5,5,0_0,4.470373349773761
-0.8635965701831494,-2.344247455963714,-2.7660551640121698,-1.805526617871441,4.605597459832876,-627.8070907747974,858.5118254656992,-46.93165013116308,5,5,5,0_0,4.524251199620974
-3.200177489157549,-2.338878865382542,-2.76702276494942,-2.7942928008684365,3.731040211597248,-544.4699661182651,863.7796444917774,62.40723588672399,5,5,5,0_0,3.683556528238253
-0.696286295109761,-2.327446779276577,-2.1423343006435185,-1.934977262355041,4.500017399790693,-468.8433696456041,857.6838794327634,35.28041852998476,5,5,5,0_0,4.388008013622203
-1.7124193619622996,-2.323489594152018,-1.0455096433191775,-2.2444884913230427,3.5025603895743656,-396.9671566572568,862.3801874302989,-20.72993445443416,5,5,5,0_0,3.398119595423106
-0.6750333983541634,-2.321436021553307,-2.4407854428306,-1.9845247433505968,4.483967468132224,-872.847359558587,856.489411509328,-11.463737363058328,5,5,5,0_0,4.359161318892014
-2.177210610361699,-2.2778418311662745,-2.2180357770894474,-2.9762565519551805,3.4745718688443734,-370.92579190275546,860.8841513800581,-75.64494537678868,5,5,5,0_0,3.3628493995121223
-2.831845224821508,-2.269242071902539,-2.718264053140504,-1.9105606734372893,4.871051486187204,-822.0902781961252,855.9642647022392,89.57478925581904,5,5,5,0_0,4.675367590148372
-2.3819285649542405,-2.259254540167176,-1.7118686528433864,-0.975248338666618,4.569798131911135,-287.15593254778634,859.9344911157268,47.60916049364591,5,5,5,0_0,4.4877522002347305
-1.9966161128046789,-2.253880393794028,-1.3870056199675922,-1.4388041744602282,4.670687070543373,-121.507353321849,862.0236860859278,3.2361563482809146,5,5,5,0_0,4.581083686403014
-1.7451831961609003,-2.233406905806829,-1.0697291379720113,-2.377052576920894,3.800889711488784,-637.5650532589732,855.873363376703,104.70697968217785,5,5,5,0_0,3.7277586437526096
-1.7765857294267793,-2.2294353885906157,-0.5205102868908951,-2.226574431156186,3.63466385243511,-342.78997036929565,856.5153763270835,-71.49595559473366,5,5,5,0_0,3.5149253877689124
-1.9818953178585048,-2.2050725426979936,-2.5346761558774413,-1.9457291888664496,3.5120153546617585,67.33512479881546,861.2026803493313,-92.19106666003468,5,5,5,0_0,3.4264632455746717
-1.9311113053928175,-2.1992574757224324,-1.3017405191954925,-2.1887332234496992,3.434870888366624,-853.05788127292,863.7150609052251,-26.665217593920573,5,5,5,0_0,3.3035429777658103
-1.8227532211006316,-2.1667745684323263,-2.366910908880868,-1.578481661067365,4.3769288470758,-260.4996156407851,862.034268444865,66.02968473737235,5,5,5,0_0,4.292505472506739
-2.160282062235331,-2.1575374463975114,-1.473789459079701,-1.2357846102342356,4.061800161848005,-485.6744582294179,862.0010102621046,72.04403191145819,5,5,5,0_0,4.0019374576519375
-1.5423949773596215,-2.105709271121238,-1.7414516140334353,-1.4781550787118156,4.39904717933995,-740.3466160889577,861.1871134897044,70.12600233364817,5,5,5,0_0,4.321728104970582
-2.1098487726311035,-2.0858118126487533,-1.140533596183805,-1.5856041788868385,3.63466385243511,-415.7799109911829,862.304495001191,30.90136730196741,5,5,5,0_0,3.5206090155976058
-1.9094876343575815,-2.0810245749612264,-1.5887499580601794,-2.770120809535181,4.524251199620974,-408.0028772544504,860.6794192300335,23.571262319218636,5,5,5,0_0,4.404618178027464
-1.230410248742527,-2.073364819316101,-3.241209799247144,-1.8031331077468729,4.292505472506739,-708.4524395223775,858.6050220921837,14.540489381513524,5,5,5,0_0,4.186431951606933
-2.5511084340603247,-2.0625845272468144,-1.599885573508893,-4.265860739987312,4.126598773841158,-578.900272276165,861.416976737695,26.30634539482591,5,5,5,0_0,4.0746865638703325
-2.3106775506409267,-2.0544987401343624,-3.1155960550874093,-1.310850779493756,3.869882269830403,-699.2704051066878,861.5816089006756,-56.51706300674192,5,5,5,0_0,3.793012113162725
-2.793357330752249,-2.047860914823923,-2.464013066122948,-1.425266061222687,4.731359020524375,-697.6887388977007,859.6670118864292,19.729651500858026,5,5,5,0_0,4.635563842905926
-1.685354359995741,-2.0460142024043706,-0.8026316740432149,-2.1835058654843738,4.871051486187204,-499.5540595251349,862.9191497827134,64.48667812607962,5,5,5,0_0,4.668706923540159
-1.6892994166158652,-2.0378965620355487,-2.080380576457364,-1.8890838530319325,4.53042357447457,-178.3381529197814,856.9572593457503,32.76352596285376,5,5,5,0_0,4.469575549338977
-2.486117076298778,-2.015898908294649,-2.390164298358996,-1.1942742395226646,3.9120456724282064,-462.2331530876344,861.2602482551066,47.67205403781817,5,5,5,0_0,3.8590899049705714
-3.481474185259727,-2.0044482349184563,-0.9956771124320828,-2.709863567084617,4.871051486187204,98.94492762744296,856.3517637314808,-29.002593437915664,5,5,5,0_0,4.713728017343527
-1.3582972331055043,-1.99315513534052,-2.386262072645535,-1.6597429533359116,3.957343527439391,-139.1095826916001,861.6468706247251,100.1199339798036,5,5,5,0_0,3.9120456724282064
-1.254052103236266,-1.9798313059679344,-3.549402162001972,-1.4901402535815418,3.942846729832364,10.46890251100578,864.1712177798786,32.60634969989596,5,5,5,0_0,3.905564781494668
-4.104584109463251,-1.9781492961188487,-1.532548666851752,-2.228075405633611,4.871051486187204,-878.231976378082,858.9307201534891,82.74176836206415,5,5,5,0_0,4.763582888197526
-2.1971067220116383,-1.974074389327891,-2.983346878240333,-2.2022106040769485,4.541928330424844,-671.3393374266793,856.9890014087343,-56.16649996609039,5,5,5,0_0,4.476112182732268
-1.083175884686348,-1.9645129619875144,-2.949594710644596,-2.48668061174347,4.125715371963211,-850.7178488218171,857.8664221990899,23.441574731917854,5,5,5,0_0,4.061800161848005
-2.063253873491645,-1.9636068189353983,-1.8396322948690167,-1.9553088481244023,3.906568149631078,-497.74497975491937,863.8858676095988,69.77114540262548,5,5,5,0_0,3.8446575274144026
-1.0977757994928812,-1.9620052253986855,-1.3285207086147182,-2.205024659401258,3.9818298403826073,-750.676420376996,857.3105258257239,-76.08172931754368,5,5,5,0_0,3.940631427019312
-3.093486690624661,-1.911571746020848,-2.1001395427065312,-2.8737132747429865,4.239897134613066,-315.4196099975909,856.4490680707243,-42.07262527745874,5,5,5,0_0,4.161074648447278
-2.4719158051703127,-1.8989858110127456,-1.1385214842738556,-0.9819438696571444,4.404618178027464,-296.98708907230224,860.338898763732,-38.217978541912856,5,5,5,0_0,4.322412814159443
-2.772997055802603,-1.8917293216861677,-2.4675642334803505,-1.98449500984158,4.635563842905926,-5.72633542724634,857.2814647966484,-17.410588744653822,5,5,5,0_0,4.561714853525446
-2.33330024449237,-1.883330823827693,-2.3677254178183977,-3.6722423190825255,4.034635937280299,-86.87237180931595,858.9522736953418,-80.27618075984566,5,5,5,0_0,3.9847423416468937
-2.3638357739021543,-1.876405067523799,-1.7213266086030985,-1.4217384840115903,4.725647367260777,-375.1148443494305,857.0675932781714,-96.006452772215,5,5,5,0_0,4.632424098660836
-1.7773210922842644,-1.8742976648072476,-1.832423933081782,-1.776732913323852,3.793012113162725,-138.8084593085901,858.2357027753742,99.88657185913472,5,5,5,0_0,3.715950243200207
-1.439439510303533,-1.8685641877035448,-2.702610602258773,-3.114188377733597,3.4949372017747247,-752.5330238261643,856.2627626002319,-48.50994978922378,5,5,5,0_0,3.3753949324830006
-2.407370690079308,-1.8590481419978464,-2.787627240385574,-1.7667490586544217,3.695362506150111,-689.8128283111148,862.0497464277079,-47.87971496675593,5,5,5,0_0,3.617111814868117
-1.9361588127530136,-1.851449135665009,-2.4623366214661684,-2.7600507979729016,3.9863113459107913,23.739613464004663,856.472241558202,66.06986261466923,5,5,5,0_0,3.957343527439391
-0.6893122141832473,-1.846481811301571,-0.4438439405784535,-1.6033559831779434,3.7543367414390527,128.71320405129586,858.4515214020894,-83.27892680598023,5,5,5,0_0,3.699593592057133
-2.467926122734216,-1.84166666612634,-1.3727977765514017,-2.782799636693285,3.3628493995121223,-120.49509636071434,857.4875102194626,31.68276596258066,5,5,5,0_0,3.0283388082085283
-0.9824860624490748,-1.8404608112105865,-2.702779041073648,-1.6212740674300268,4.0746865638703325,91.06204696247876,863.7358814134773,19.047154853694,5,5,5,0_0,4.009155294899874
-2.179455176702484,-1.8374112363311752,-3.275804766530666,-1.467704851973736,3.469079356031671,-675.6778721780242,862.7455739039578,-36.470802629890045,5,5,5,0_0,3.32238516755949
-1.631782700014157,-1.8323726157897644,-1.0802623848970023,-1.9635488950864812,4.298307350727356,-671.4859687962216,861.0912788417894,61.42348097049485,5,5,5,0_0,4.189203383781456
-1.85499906991836,-1.8314652278375116,-2.398057998647371,-1.4987090901895432,3.986349215178756,-305.6334207478933,859.4117289952486,7.3337170973768195,5,5,5,0_0,3.960071596569393
-2.5695785818071384,-1.8213833312637917,-1.9886805880273932,-1.3626384583434064,4.4877522002347305,21.764444658140448,857.5360716617121,-7.217049131295411,5,5,5,0_0,4.387486584022685
-1.5787706530621544,-1.8183724169080888,-2.8044811005515724,-3.197806116142916,4.187538912758547,-521.5309953631738,859.7829024957208,-71.6780291879833,5,5,5,0_0,4.120420965169266
-2.815756255767085,-1.812921579368321,-0.985878791049621,-1.4372478934888846,4.053784393973025,-831.8366815923416,855.8764132031573,73.69204379658461,5,5,5,0_0,3.986349215178756
-2.690794883971947,-1.8050742210378283,-1.610155810364004,-2.172768416280186,3.90337197388763,-762.1701223545592,863.3928326040337,13.63721725333221,5,5,5,0_0,3.8192792493904646
-0.7211695103229268,-1.778734795527161,-1.918012286273434,-1.1231440740180811,4.581083686403014,-352.0867162028417,856.2418942465769,-93.1532498407258,5,5,5,0_0,4.513144414818749
-2.214916602647794,-1.7787193875910554,-2.7170661268736493,-1.462444313748402,3.5844112593086086,-45.04781049347264,862.3779662379841,-85.98274897074066,5,5,5,0_0,3.489407736825231
-1.8485373541661008,-1.7672823539279952,-1.3199365340659577,-2.5133334561043057,4.388008013622203,-342.8945904620708,856.5875832668997,-7.416816647542319,5,5,5,0_0,4.298307350727356
-0.5492738411876614,-1.7637760475033053,-2.4531156729717787,-2.876216415074244,4.359161318892014,-853.7670809555893,857.8631739039855,90.14479523564042,5,5,5,0_0,4.252167415436052
-1.989737085165052,-1.754077144224249,-2.856153250315465,-3.015998877915101,4.513144414818749,-535.2894547293342,858.8518363555395,-13.54610329898101,5,5,5,0_0,4.39904717933995
-0.972723364841506,-1.7405278319881057,-1.5633706291741156,-2.091712668405114,4.239897134613066,-761.8588204300484,863.8166801962523,87.16368599694236,5,5,5,0_0,4.153335581524054
-2.414154058295372,-1.7404331165179865,-2.28067954406118,-2.013288273860727,3.731040211597248,-674.0352586505101,860.4190812281985,87.98753915542486,5,5,5,0_0,3.687943502723892
-2.2444952888546505,-1.7088234953178094,-1.1568867581632936,-1.798946681409518,4.153335581524054,3.582517860628513,860.2209212580034,-22.510361243137083,5,5,5,0_0,4.084542285664261
-3.2243691277947013,-1.693251974877085,-2.748477039009941,-1.714421792586459,3.695362506150111,-587.0470533640566,858.5628731076877,87.84182299022542,5,5,5,0_0,3.593989748106625
-1.2078670088325687,-1.6766297077781342,-2.0635107395245624,-2.4278053366754584,3.905053509205405,-324.53579515544493,859.3849983416104,-68.77971043052642,5,5,5,0_0,3.8228657575048937
-2.20784011261401,-1.6642355133141873,-2.675459229746457,-2.5863751192990074,3.7764743220618016,-384.9356369557043,860.2060052768236,-49.65082772372534,5,5,5,0_0,3.699635733274005
-2.08865004822327,-1.6215693742718278,-1.406032869125904,-1.7672421085284116,3.648889032794688,-660.7389259091153,861.8561388248723,5.755676175331075,5,5,5,0_0,3.54305417303642
-2.0834742343895134,-1.605610833188433,-1.6154043361856127,-3.293370699958412,3.901816529993735,-628.6586040973289,858.7367188327433,32.59613707408283,5,5,5,0_0,3.80561361603308
-2.5063042199078334,-1.6051518365325668,-2.925132653395085,-2.1261975865851883,4.328692227338009,106.70078513675806,863.872214854967,-17.42794019195476,5,5,5,0_0,4.251614456806493
-4.163513305282221,-1.6047488648195842,-2.092179386041758,-2.276131764359837,4.244622367795098,63.62054737281234,859.9371279804425,-89.55305605526834,5,5,5,0_0,4.16812767977321
-0.7529686524024848,-1.604235476979974,-2.4712897062249017,-1.672291105052805,4.068063635811056,-673.9159752879243,859.9059108155813,-49.97648769656115,5,5,5,0_0,4.004945030753979
-1.7296339774143052,-1.5973983482003962,-2.242680053981708,-1.9727935230174825,4.328692227338009,-14.253975317812063,856.2039533678486,81.30417152772058,5,5,5,0_0,4.244622367795098
-4.271262927588342,-1.5964133948935864,-2.4492461970645003,-1.3297886227627287,3.699593592057133,-168.04426525558932,861.8388711120022,57.79026058454515,5,5,5,0_0,3.618510098603728
-2.8788963401422496,-1.5931133014132464,-1.6836632116895696,-2.0661720191171944,4.0172670055980815,-269.54901809892493,858.8845140917774,45.66994557961263,5,5,5,0_0,3.982867348978437
-1.6833609210322025,-1.5880931231389022,-2.490870084290236,-2.212483648228884,3.878904312538162,-317.82280892771456,859.0408361570313,14.916913480201174,5,5,5,0_0,3.800889711488784
-2.254590022194096,-1.584078288376998,-2.906227961014196,-0.9907845979715872,3.489407736825231,-208.42804705075503,856.9752222466304,48.5113209723829,5,5,5,0_0,3.366035775289377
-0.4014056348676292,-1.5616702396180016,-1.1378029676781394,0.5703987441379105,3.3628493995121223,-457.88936120697286,857.9661973441752,37.84700413601688,0,5,0,0_0,0.988889201516987
-2.463299287708597,-1.5533308614306356,-1.5128757149962944,-2.247719771190449,4.161074648447278,-525.3682195730294,857.4479058360796,16.291483408404005,5,5,5,0_0,4.097207658319585
-2.0504984104889985,-1.5317604507869296,-2.8638739582251898,-2.1362065974367246,3.905564781494668,-150.74883088354449,856.9717848221158,45.01830860692623,5,5,5,0_0,3.842609180835269
