      0.254163045727; 0;1
      0.133572879214; 0;2;3;4;6
      0.133469947008; 1;3;4;5;6
      0.133318408990; 0;2;3;4;5;6
      0.132618492682; 0;1;2;3;4;5
      0.132499028047; 1;3;4;5;7
      0.132440903454; 1;2;4;6
      0.131496105314; 0;2;4;5;6
      0.131450868159; 0;2;3;4;7
      0.131334836730; 0;1;2;4;5;7
      0.130538235252; 1;2;4;5;6
      0.130506451833; 1;4;5;6
      0.130493216083; 0;1;2;5
      0.130383476320; 0;1;3;4;5;6;7
      0.129832990061; 0;1;2;3;4;6;7
      0.129434952471; 0;1;2;3
      0.128502651508; 0;1;2;5;7
      0.127994041762; 0;1;5;6;7
      0.127989861370; 2;4
      0.127408441962; 1;2
      0.126017366265; 0;1;3;5;6
      0.125853630546; 0;2;3;4;5;7
      0.125782848811; 3;6;7
      0.125707226495; 0;1;2;3;7
      0.125501710547; 0;4;6;7
      0.125496666490; 3;4;5
      0.125021197229; 3;4;7
      0.125005227749; 0;1;2;6;7
      0.124990689013; 1;3
      0.124981738509; 1;3;5
      0.124980609948; 0;3;4;5;6;7
      0.124651293663; 0;1;5;6
      0.124604604410; 0;4;5;7
      0.124563418167; 3;7
      0.124295816317; 1;2;7
      0.124191279465; 1;2;3;4;5;7
      0.123465578807; 1;4;6;7
      0.122960893855; 1;6
      0.122793296089; 0;3
      0.122784870668; 1;2;3;4;6;7
      0.122305036367; 1;3;5;6
      0.122222666639; 0;2;4;6;7
      0.121897800630; 0;1;2;3;5
      0.121684052725; 1;2;5;7
      0.121274030098; 1;2;4;5;7
      0.120887175113; 3;4;6
      0.120783343728; 0;2;4;5;6;7
      0.120150876186; 1;3;6
      0.119854255014; 0;1;2;3;4;5;7
      0.119841720874; 0;1;3;5;7
      0.119813403628; 1;2;4;5;6;7
      0.119517127572; 1;2;3;4;5;6
      0.118924063729; 0;2
      0.118915071580; 1;3;4;5;6;7
      0.118874183239; 2;3;4
      0.118821642872; 2;3
      0.118687120557; 1;2;3;7
      0.118268317720; 0;1;2;4;5;6;7
      0.118117380863; 0;1;2;3;5;6
      0.118066418374; 2;5
      0.117383342957; 0;1;2;5;6
      0.117340209985; 0;2;3;4;5;6;7
      0.116866371154; 0;3;7
      0.116791883761; 3;4;5;6
      0.116756837590; 1;4;5;6;7
      0.116723966838; 1;2;6
      0.116644392041; 0;3;5
      0.116505417939; 3;4;5;6;7
      0.116396696157; 0;2;4;5;7
      0.116049190150; 2;3;7
      0.115522561594; 1;2;4;6;7
      0.115455328362; 1;3;6;7
      0.115444701634; 0;1;3;6;7
      0.115252965466; 1;5;7
      0.115228692475; 1;2;5
      0.115029538961; 2;4;7
      0.114800835262; 0;1;2;3;5;7
      0.114636626808; 2;3;4;5;6
      0.114600879352; 0;3;6;7
      0.114456297281; 0;1;2;3;4;5;6;7
      0.114367804603; 1;3;5;7
      0.114318228843; 4;5
      0.114225319242; 0;1;3;5;6;7
      0.114156150207; 2;3;6;7
      0.113850374030; 1;2;3
      0.113399054959; 2;3;4;5
      0.113112127314; 0;2;3;4;6;7
      0.112889589126; 0;5;6;7
      0.112690875233; 1;5
      0.112683631170; 3;4;5;7
      0.112533091416; 0;1;2;3;6;7
      0.112416718394; 5;6
      0.112406546867; 0;2;3;7
      0.112272136623; 1;2;3;6
      0.112199531001; 2;3;4;6
      0.112197112457; 0;2;5
      0.112126336810; 1;3;7
      0.112040872719; 0;5;6
      0.111875433560; 0;2;3;5;7
      0.111421933535; 1;2;3;5;7
      0.111256983240; 1;7
      0.111229939819; 0;2;3;5
      0.111203408699; 2;3;5;6
      0.111160954428; 1;2;3;4;5;6;7
      0.111048474338; 3;5;6
      0.110988292759; 2;3;5;7
      0.110819300326; 2;3;4;5;6;7
      0.110768562097; 4;6;7
      0.110762143584; 2;5;7
      0.110485205876; 5;7
      0.110330047197; 3;5;6;7
      0.110258317263; 2;4;6
      0.110232772297; 1;2;6;7
      0.110008888919; 2;4;5
      0.109813226268; 0;4;5;6;7
      0.109612580584; 0;1;2;5;6;7
      0.109501344920; 6;7
      0.109501107559; 3;4;6;7
      0.109415989855; 5;6;7
      0.109260207057; 2;3;4;7
      0.109163582160; 0;2;6
      0.108958524437; 1;2;3;5
      0.108953031244; 2;7
      0.108672490780; 2;3;4;5;7
      0.108514111415; 0;3;5;7
      0.108061306879; 2;3;5;6;7
      0.107869495521; 0;2;5;6
      0.107579898510; 1;2;3;5;6
      0.107570248755; 0;1;2;3;6
      0.107409895841; 2;3;5
      0.107071285853; 2;3;6
      0.106849070834; 0;3;6
      0.106818729365; 1;2;5;6;7
      0.106685650026; 2;4;5;6
      0.106635702306; 1;2;5;6
      0.106440028170; 2;3;4;6;7
      0.106338070192; 2;5;6;7
      0.106048793018; 0;2;3;5;6
      0.105983477323; 1;5;6
      0.105734533416; 3;6
      0.105514173391; 4;7
      0.105348331083; 2;5;6
      0.105331726476; 3;5;7
      0.105276740440; 2;6;7
      0.105213450691; 0;3;5;6
      0.105198071405; 2;4;6;7
      0.105132588627; 0;3;5;6;7
      0.104939763410; 0;2;3
      0.104806667280; 2;4;5;7
      0.104744465136; 3;5
      0.104637589608; 4;5;7
      0.103891017245; 1;2;3;6;7
      0.103844424620; 0;2;3;6;7
      0.103765390827; 2;4;5;6;7
      0.103436616158; 1;3;5;6;7
      0.103132667726; 1;2;3;5;6;7
      0.102540864887; 4;6
      0.102170494517; 2;6
      0.101924509076; 0;2;7
      0.101163858350; 1;5;6;7
      0.100891786198; 0;2;5;6;7
      0.100761352367; 0;2;3;6
      0.100340773364; 0;2;6;7
      0.099909541330; 4;5;6;7
      0.099542056028; 0;2;3;5;6;7
      0.099209116230; 0;1;2;3;5;6;7
      0.098981910027; 4;5;6
      0.098856014692; 1;6;7
      0.098654045107; 0;5
      0.095995209627; 0;2;5;7
      0.095107593627; 0;6
      0.093995125067; 0;5;7
      0.093870266915; 0;7
      0.093773348800; 0;6;7
