      0.259833333333; 2;5
      0.217270247726; 0;2;4;5;6;7
      0.217199774898; 0;3;4;5;6;7
      0.216851598565; 0;1;2;5;7
      0.216574331714; 0;1;2
      0.216554224370; 3;4;6
      0.216431279934; 1;2;4;7
      0.216061688312; 3;4;5
      0.215905918428; 0;2;3;5;7
      0.215848840702; 3;6;7
      0.215833333333; 0;5
      0.215705303683; 0;4;5
      0.215680611356; 0;1;2;6
      0.215253134937; 1;2;4;5;6;7
      0.215083333333; 1;2
      0.215049461417; 3;4;6;7
      0.214260668167; 3;5;6;7
      0.214167811806; 0;1;3;4
      0.214068155701; 1;2;3;5;7
      0.213957604487; 0;4;5;6;7
      0.213925644316; 0;1;2;3;6;7
      0.213916666667; 4;6
      0.213791138600; 0;1;3
      0.213700156053; 0;1;2;3;5;7
      0.213666666667; 0;2
      0.213574324368; 0;1;2;3;6
      0.213487875686; 4;5;6;7
      0.213391236129; 1;2;3
      0.212928280869; 0;2;4;7
      0.212750000000; 1;6
      0.212748085248; 0;2;3;6
      0.212745216385; 0;1;2;3;4;5;7
      0.212328782672; 0;1;3;4;6
      0.212164232826; 1;2;7
      0.211993280412; 0;4;6
      0.211411935287; 3;5;7
      0.211217866284; 0;3;4;5
      0.210951069313; 0;1;3;4;5;6;7
      0.210114847571; 0;3;7
      0.209929967908; 1;3;4;6;7
      0.209650722643; 1;3;4;6
      0.209611827715; 0;1;2;3
      0.209300633061; 0;1;4;5;7
      0.208944905499; 0;1;3;4;5;7
      0.208751189986; 0;4;6;7
      0.208725993047; 0;1;4;6
      0.208339029435; 0;5;6;7
      0.207964750935; 1;3;6;7
      0.207611644204; 1;4;6
      0.207027716564; 1;4;6;7
      0.206864351335; 0;1;3;5;6;7
      0.206549166520; 0;1;2;3;7
      0.206481085177; 0;2;3;4;5;6;7
      0.206432361756; 1;3;5;7
      0.206251066787; 0;3;6;7
      0.206201283194; 0;3;6
      0.205974548886; 0;1;3;4;6;7
      0.205720667748; 0;1;4;6;7
      0.204928957480; 0;2;6
      0.204411282345; 0;1;6;7
      0.204348569860; 0;1;2;3;4;6;7
      0.204168913603; 0;1;3;7
      0.203895396270; 0;5;7
      0.203448079999; 0;1;2;4;5;6;7
      0.203407869908; 0;4;5;6
      0.203356174055; 0;1;4;5;6;7
      0.203350332287; 0;2;3;7
      0.202275491150; 0;2;3;4;5;6
      0.202250000000; 1;7
      0.201830732176; 0;1;2;7
      0.201360183118; 0;3;5;6
      0.201166666667; 0;3
      0.201157691165; 4;5;6
      0.200863844489; 0;1;2;3;4;7
      0.200804631256; 0;3;4;6
      0.200628346327; 1;3;6
      0.200329044322; 0;1;3;6;7
      0.200263173101; 0;1;6
      0.198936785437; 1;3;7
      0.197083333333; 0;1
      0.197083333333; 3;7
      0.196583333333; 2;3
      0.195754010781; 0;1;2;4;5;7
      0.195630269756; 0;6;7
      0.195230935731; 0;2;3
      0.192874267073; 0;1;3;6
