      0.488776093310; 3;10
      0.230035180621; 3;6;7;9
      0.228973445541; 2;3;4;7;10
      0.228331186302; 3;4;8;9;10
      0.228117023868; 0;7;9
      0.227872490259; 0;3;6;7;10
      0.227624421085; 0;3;5;7;10
      0.226906539833; 2;7;9
      0.226782925018; 3;6;8;9;10
      0.225467722558; 0;3;7;8;10
      0.225224752408; 1;7;9
      0.225159518109; 8;9;10
      0.225082156764; 3;5;6;7;10
      0.224450986357; 3;6
      0.224247089795; 0;3;6
      0.223870084426; 6;9;10
      0.223869971371; 3;6;7;8;10
      0.223762827646; 0;3
      0.223677790100; 2;3;6;7;10
      0.223113557809; 2;3;6;9;10
      0.223075151283; 2;3;8;9;10
      0.222156924936; 0;3;8
      0.222119999903; 0;3;7;9
      0.222087233772; 0;7
      0.222034770173; 2;3;5;7;10
      0.221915889014; 2;3;7
      0.221122671408; 1;3;4;10
      0.220918392101; 2;3
      0.220258232244; 0;3;6;9;10
      0.219048074323; 4;7;9
      0.218670400609; 2;3;7;8;10
      0.218661427564; 3;5;8;9;10
      0.217656963968; 3;5;7;9
      0.217363227880; 3;5;6;10
      0.216850716503; 2;3;4;9;10
      0.216745276484; 0;3;7;8;9;10
      0.216287951274; 2;3;4;9
      0.216027928254; 3;4;7;9
      0.215692914741; 0;1;3
      0.215282059638; 1;3;5;9;10
      0.215190019202; 2;3;4;7;9
      0.215161687364; 1;3;8;9;10
      0.215066109513; 3;4;6;9;10
      0.214988110204; 0;1;3;6;10
      0.214437015764; 0;3;6;7;8;10
      0.213943168515; 0;1;3;5;10
      0.213669187603; 3;4;8;10
      0.213649381409; 1;3;5;10
      0.213491413882; 0;3;8;9
      0.213439948574; 1;3;6;10
      0.213359680392; 5;7;9
      0.213338821058; 4;7;9;10
      0.212621069892; 1;3;4;9;10
      0.212481086112; 1;2;3;9;10
      0.212336837714; 3;5;7;8;9
      0.212236030402; 0;8;9
      0.211662492298; 2;4;9
      0.211375410427; 3;4;6;10
      0.211181132245; 2;3;4;5;10
      0.211126744184; 0;3;4;8;9;10
      0.210690697944; 3;6;7;8;9
      0.210426909490; 1;3;5;7;10
      0.210270483525; 0;1;9
      0.210212723957; 0;2;3;5;10
      0.210149156379; 0;1;3;9
      0.209864807444; 0;9;10
      0.209795966786; 3;4;7;8;10
      0.209789770511; 2;3;5;7;9
      0.209531474577; 0;7;10
      0.209529035546; 0;3;6;9
      0.209236704182; 3;5;6;9;10
      0.208713966507; 0;3;4;5;9;10
      0.208701851808; 0;2;3;9
      0.208607410825; 3;4;5;7;10
      0.208217564734; 1;7;8
      0.208046340126; 1;3;6;9;10
      0.207706988628; 2;3;6;7
      0.207641020318; 6;8;9
      0.207541996070; 3;5;6;7;9
      0.207476505222; 0;3;7;8;9
      0.207339860660; 0;3;4;7;10
      0.207314125045; 2;9;10
      0.207292248059; 0;1;10
      0.207260115427; 7;8;9;10
      0.207177593705; 2;3;4;7
      0.206446559254; 0;1;7
      0.206239297896; 3;5;6;9
      0.205721959879; 3;6;7;8;9;10
      0.205304142187; 0;3;7;8
      0.205260904114; 2;3;7;9
      0.205243219425; 0;7;8;9;10
      0.205068722171; 2;8;9
      0.204952501608; 2;7
      0.204837347417; 2;3;7;8;9;10
      0.204803595587; 1;3;7;8;10
      0.204748194960; 2;3;6;9
      0.204405889346; 2;4;7;10
      0.204026352245; 6;7;10
      0.203892460764; 1;3;6;7;10
      0.203511453909; 2;9
      0.203302930805; 3;6;8;9
      0.203236701236; 2;3;5;7;9;10
      0.203229448175; 2;3;4;7;8;9;10
      0.203163777583; 0;1;2
      0.203125722104; 0;1;5
      0.203093789793; 3;5;7;8;9;10
      0.203007594214; 0;3;6;7
      0.202959272210; 0;1;2;3;10
      0.202939255264; 3;4;6;7;10
      0.202830151650; 2;7;10
      0.202808423505; 0;3;5;7;9;10
      0.202772617997; 0;1;3;7
      0.202723472473; 2;7;8;9
      0.202609118416; 3;5;8;9
      0.202402020536; 0;2;3;4;9;10
      0.202393015949; 0;3;4;7;8;9;10
      0.201838742540; 2;4;7;9
      0.201741685343; 0;1;7;9
      0.201721075344; 1;3;7;9
      0.201206231826; 3;4;7;8;9;10
      0.201066875118; 2;6
      0.200958094433; 2;4;8
      0.200918618704; 0;7;9;10
      0.200894879390; 3;4;5;7;9;10
      0.200527229323; 2;3;4;6;7;9;10
      0.200026640928; 0;1;3;8;9;10
      0.199835872601; 0;3;4;9;10
      0.199590107983; 0;3;6;7;9;10
      0.199503690772; 0;2;3;6;10
      0.199489158005; 0;2;3;8;9;10
      0.199417665095; 2;3;5;9
      0.199352969626; 1;9;10
      0.199291978180; 3;4;8;9
      0.199027778970; 1;3;6;7;9;10
      0.199012898154; 0;1;3;5;9;10
      0.198974681016; 0;2;7
      0.198916455766; 2;3;7;8
      0.198683351179; 0;1;3;7;9;10
      0.198401200818; 3;4;5;8;10
      0.198349666494; 2;3;4;7;9;10
      0.198272991852; 0;3;5;8;9;10
      0.198095575684; 3;4;6;7;8;9;10
      0.198077012192; 2;3;4;8;9;10
      0.197746415960; 1;3
      0.197506385151; 2;4;5
      0.197464298351; 2;3;5;8;10
      0.197305846184; 2;3;4;6;9
      0.197278469642; 1;3;6;9
      0.197028451964; 0;1;3;6;7;9;10
      0.196676832052; 0;3;5;6;10
      0.196589288610; 1;2;3;4;10
      0.196561638422; 3;4;7;8;9
      0.196414784628; 3;4;5;9;10
      0.196360233059; 0;3;6;8;10
      0.196214322887; 2;3;7;8;9
      0.196054503820; 2;3;4;8;9
      0.195803112991; 2;3;6
      0.195746360588; 6;7;8;9
      0.195735243965; 1;3;8;9
      0.195459666942; 3;6;8
      0.195344260645; 2;3;5;6;10
      0.195343236619; 1;3;7;8
      0.195326096427; 0;3;6;8;9
      0.195287141895; 1;2;3;5;10
      0.195287091465; 2;3;4;6;7;10
      0.195084843370; 2;4;10
      0.195008215052; 0;2;3;5;9;10
      0.194983559317; 1;2;3;7;10
      0.194867473356; 2;3;6;7;9
      0.194838350433; 0;3;5;8;10
      0.194790490686; 3;5;6;7;9;10
      0.194669120027; 0;8;9;10
      0.194566093866; 0;1;6
      0.194458925218; 2;4;7
      0.194392532098; 0;1;2;3;9;10
      0.194316615549; 2;5;7;9
      0.194211777384; 0;3;4;7;8;10
      0.194110696558; 2;3;5
      0.194088729347; 0;3;5;7;8;10
      0.194085818780; 3;4;6;7
      0.194024890962; 2;3;5;7
      0.193985566282; 2;5;8
      0.193966844643; 1;3;7;8;9;10
      0.193837376044; 2;5;9
      0.193516351969; 0;2;3;5;7;10
      0.193463605545; 0;3;4;6;10
      0.193424134895; 0;2;3;7;9
      0.193258028573; 1;2;4
      0.193217424310; 0;1;3;6
      0.192823646618; 2;7;9;10
      0.192810669155; 5;9;10
      0.192780667714; 3;4;6;9
      0.192559880864; 0;2;3;5;7;8;9;10
      0.192517155982; 0;3;6;7;8;9;10
      0.192499342243; 0;1;3;8;9
      0.192437768203; 1;2;3;5;7;10
      0.192437710871; 1;7;8;9
      0.192411139637; 1;3;4;7;10
      0.192349735044; 0;3;4;7;9;10
      0.192248480238; 3;4;6;7;9;10
      0.192217642038; 0;2;3;4;10
      0.192050394666; 0;2;4
      0.191966093081; 2;3;6;8;9;10
      0.191872008325; 0;3;4;6;9;10
      0.191810107711; 2;7;8
      0.191770383141; 0;1;4
      0.191642134139; 2;3;4;6;10
      0.191640413403; 0;2;3;7;8
      0.191639877343; 0;2;3;8;10
      0.191537702206; 2;3;4
      0.191481463503; 5;7;8
      0.191442431728; 0;2;3;6;7
      0.191411762770; 0;2;3;4;7;9;10
      0.191368241237; 0;6;7
      0.191155279626; 2;3;6;8;10
      0.191045967062; 5;6;7;9
      0.190929166900; 3;4;6;7;8;10
      0.190776006931; 3;4;5;8;9;10
      0.190592485920; 0;3;4;5;10
      0.190518753929; 1;2;3;4;9;10
      0.190426580616; 8;10
      0.190306609633; 0;2;3;5;7;9;10
      0.190239229274; 1;2;3;7;9;10
      0.190224070304; 5;7;8;9
      0.190109804177; 0;2;7;9
      0.189955428474; 4;7;8;9
      0.189813493393; 0;3;5;6;9;10
      0.189780389670; 5;7;10
      0.189728886361; 3;6;7;8
      0.189698616116; 0;2;3;6;9;10
      0.189694100938; 0;2;3;7;9;10
      0.189497219985; 0;2;3;7;8;10
      0.189376915591; 1;2;5
      0.189297445939; 2;4;7;8;9
      0.189039658762; 0;1;9;10
      0.189004346308; 0;7;8;10
      0.188896609411; 0;1;3;8
      0.188803081505; 2;3;5;7;8;9;10
      0.188798791499; 1;7;9;10
      0.188713232980; 0;2;3;4;8;9;10
      0.188690569464; 2;3;6;7;8;10
      0.188678937785; 1;3;6
      0.188677639632; 1;2;3;6;7;10
      0.188565637694; 0;1;7;8
      0.188523942225; 2;3;4;6;9;10
      0.188494744329; 0;1;3;5;9
      0.188467749657; 0;1;3;6;9;10
      0.188368655075; 0;1;3;7;8;9
      0.188359363973; 2;3;8
      0.188213407064; 0;3;5;9
      0.188209680048; 3;4;5;6;7;10
      0.188130774387; 0;1;3;7;8
      0.188039675524; 2;4;7;8;9;10
      0.188020041301; 0;1;3;4;9;10
      0.188001238927; 2;3;4;5;7;9;10
      0.187958999049; 3;4;8
      0.187892521987; 2;3;5;8;9;10
      0.187823145670; 0;2;3;4;7;10
      0.187811380211; 2;3;6;7;8;9;10
      0.187760808190; 0;1;3;7;9
      0.187635798616; 0;2;3;8;9
      0.187594051968; 2;3;5;8;9
      0.187498276811; 0;9
      0.187493812043; 2;4;9;10
      0.187286657879; 3;5;6;7;8;9
      0.187167980212; 1;3;4;8;9;10
      0.187119502583; 0;3;6;7;9
      0.187034421924; 2;3;4;7;8;10
      0.186814562569; 1;3;6;7
      0.186763448998; 2;4;6
      0.186684392543; 2;3;4;8;10
      0.186669824292; 1;3;8
      0.186606990827; 3;5;6;7;8;10
      0.186559324821; 0;2;3;6;9
      0.186433056374; 2;3;4;5;7;10
      0.186407710851; 0;3;6;7;8;9
      0.186393076498; 2;3;5;7;8;10
      0.186294584761; 2;3;5;6;9
      0.186216030870; 0;3;4;8;10
      0.186193573300; 0;1;3;4;10
      0.186179656309; 1;2;3;9
      0.186139283597; 2;3;5;6;7;9;10
      0.186136024460; 1;3;4;7;8;10
      0.185910742800; 2;3;4;7;8
      0.185762375036; 2;3;5;6;7;10
      0.185755479668; 0;3;5;6;7;9;10
      0.185723310004; 0;2;7;9;10
      0.185583780875; 1;7;10
      0.185554793017; 2;3;6;7;9;10
      0.185493567675; 0;2;3;7;8;9
      0.185479799744; 0;2;3;5;8;10
      0.185385303735; 5;7;9;10
      0.185346135260; 3;5;7;8
      0.185303392850; 4;7;10
      0.185195390068; 0;6;9
      0.185185780752; 2;6;7;9
      0.185142720214; 0;1;3;5;7;10
      0.185114469697; 2;3;4;6;7;9
      0.185063259713; 1;2;3;6;10
      0.185046130147; 3;4;6;7;9
      0.184992683865; 1;3;4;7;9
      0.184942967213; 3;5;8
      0.184833040951; 0;2;3;4;7;8;10
      0.184716272672; 1;3;4;6;9;10
      0.184665505791; 2;3;4;5;9;10
      0.184560244537; 0;3;6;7;8
      0.184505240862; 2;3;4;6;7
      0.184397741669; 1;3;6;8;9;10
      0.184290820580; 1;3;6;7;8;10
      0.184227270404; 3;4;6;8;9;10
      0.184158856599; 1;2;3;6;9;10
      0.184013616366; 0;1;3;7;8;10
      0.183970710960; 5;8;9
      0.183918980889; 1;2;3;8;9;10
      0.183827214371; 3;5;6;7
      0.183811728516; 6;7;9;10
      0.183547941066; 3;5;6;7;8;9;10
      0.183445006110; 3;5;6;8;10
      0.183356317096; 2;3;4;7;8;9
      0.183290484700; 0;1;2;3
      0.183233265726; 0;2;3;4;7
      0.183203005067; 2;5;10
      0.183050053674; 1;2;3;5;7;9;10
      0.182954036418; 3;4;5;7;8;9;10
      0.182734905609; 0;2;7;8;9
      0.182734197363; 0;1;7;8;9
      0.182725179346; 1;7
      0.182697653332; 0;3;6;8
      0.182671766679; 0;5;7;8
      0.182631894000; 0;1;8;9
      0.182624411569; 2;3;4;8
      0.182586090345; 0;2;7;8;9;10
      0.182540526505; 0;6;7;9;10
      0.182527269940; 2;3;4;6;7;8;10
      0.182433154230; 3;4;5;7;8;10
      0.182407903609; 0;1;3;6;9
      0.182402840589; 0;3;5;6;9
      0.182232473115; 0;1;7;8;9;10
      0.182161138506; 0;3;4;6;7;10
      0.182114181931; 0;3;5;7;8;9;10
      0.182088801718; 0;2;3;7
      0.182068724646; 0;2;9;10
      0.182058781982; 0;2;4;7
      0.182047299181; 0;3;5;7
      0.181972603776; 0;1;2;3;9
      0.181794020251; 1;2;3;8;10
      0.181759423627; 1;2
      0.181598215747; 0;6;7;9
      0.181521938579; 2;5;6
      0.181501791169; 1;3;4;9
      0.181438498114; 3;5;6;8;9;10
      0.181421333955; 3;5;6;7;8
      0.181385426079; 0;7;8;9
      0.181358463057; 0;2;3
      0.181248453580; 0;1;2;3;5;10
      0.181149894244; 0;6;8;9
      0.181037753917; 1;3;5;7;9;10
      0.181007790258; 0;1;3;4;7;10
      0.180990692710; 0;3;4;9
      0.180850164336; 0;1;8
      0.180680874814; 2;4;7;8
      0.180628300636; 0;5;7
      0.180562994754; 3;4;5;6;9;10
      0.180472744010; 2;3;5;6;7;8;10
      0.180414361197; 0;6;7;10
      0.180347848935; 1;7;8;9;10
      0.180163119731; 0;2;3;4;5;10
      0.180146946845; 1;2;3;4;5;7;9;10
      0.180101919652; 1;3;5;7
      0.180085904967; 0;3;5;6;8;9;10
      0.180034465230; 2;3;4;5;7
      0.180010675571; 0;3;6;8;9;10
      0.179915972731; 2;4;5;8
      0.179908285498; 0;3;5;7;8;9
      0.179886357286; 0;2;3;4;6;10
      0.179878257076; 2;3;6;7;8
      0.179858502378; 0;2;9
      0.179798504300; 0;4;7;9
      0.179765921571; 2;5;7
      0.179724756185; 0;2;3;6;7;9;10
      0.179697496182; 4;7;8;9;10
      0.179582394588; 0;1;2;5
      0.179502327247; 0;2;4;7;9
      0.179484416739; 0;1;3;6;8;10
      0.179483874425; 1;2;7;9
      0.179477288729; 2;3;4;5;8;10
      0.179427134423; 2;3;6;8;9
      0.179412980612; 3;4;5;7
      0.179394299303; 6;7;8
      0.179391638117; 0;8;10
      0.179356496335; 0;1;6;7
      0.179352397529; 5;7;8;10
      0.179342911877; 0;1;3;5;7;9;10
      0.179337716138; 1;3;6;7;8;9;10
      0.179334811944; 0;3;4;5;7;8;9;10
      0.179248052585; 0;2;5
      0.179237901765; 2;5;7;8
      0.179162780668; 6;10
      0.179158174062; 0;2;3;5;7
      0.179111293031; 1;3;5;8;9;10
      0.179094836685; 2;3;5;6;9;10
      0.179053086989; 1;3;5;9
      0.179036873406; 1;8;9
      0.179031381725; 2;4;7;9;10
      0.178957008298; 3;4;5;6;10
      0.178867993837; 0;3;5;7;9
      0.178852935922; 2;3;5;6;7
      0.178699041870; 0;1;3;6;7
      0.178661599294; 0;1;2;3;6;9
      0.178658555687; 1;3;6;8;10
      0.178647488033; 0;1;3;7;8;9;10
      0.178602788848; 0;1;7;9;10
      0.178485743586; 2;3;5;6;7;9
      0.178426499128; 2;6;7;9;10
      0.178424893768; 0;2;3;4;9
      0.178406010566; 0;3;4;8;9
      0.178368725304; 1;2;3
      0.178271749350; 5;7;8;9;10
      0.178251719702; 0;2;3;5;7;8;10
      0.178190271065; 2;6;7
      0.178177880056; 2;6;9
      0.178004200723; 2;3;4;6;7;8;9;10
      0.177957147417; 6;8;9;10
      0.177928230828; 0;6;9;10
      0.177889573445; 0;1;3;6;7;8
      0.177862068010; 6;7;8;9;10
      0.177841357100; 1;3;4;8;10
      0.177735872453; 0;1;2;3;6;10
      0.177562688693; 0;1;7;10
      0.177514373187; 1;5;7;9
      0.177509605601; 0;3;4;5;8;9;10
      0.177504200084; 4;8;9
      0.177452318675; 1;2;3;4;7;9;10
      0.177304875922; 0;2;3;5;6;9;10
      0.177280080424; 0;6;10
      0.177157142082; 2;4;8;9
      0.177127342813; 1;6;7;9
      0.177029673428; 0;2;3;4;5;7;8;9;10
      0.177026479414; 0;1;2;3;7;10
      0.177015276843; 0;2;3;4;5;8;9;10
      0.176957550788; 0;1;3;5
      0.176955168291; 2;3;4;5;6;9;10
      0.176943859104; 2;3;5;6;8;10
      0.176702523258; 0;1;2;3;5;7;10
      0.176553836046; 1;3;5;6;9;10
      0.176535976899; 0;2;3;5;8;9;10
      0.176438606366; 0;6;7;8;9;10
      0.176372407310; 0;2;3;5;6;10
      0.176291834705; 1;3;4;6;7;10
      0.176216392658; 0;2;3;7;8;9;10
      0.176210870026; 0;2;6;7;9
      0.176206430101; 4;8;9;10
      0.176126593343; 1;2;3;6;9
      0.176032155421; 0;2;7;10
      0.175987594011; 1;3;5;7;9
      0.175987547468; 0;1;2;7
      0.175963279037; 1;2;3;4;7;8;9;10
      0.175817711323; 0;2;4;7;9;10
      0.175809326450; 0;1;3;4;8;10
      0.175606315666; 0;2;3;6;7;10
      0.175588095197; 2;3;4;5;7;9
      0.175561121067; 0;2;3;4;6;9
      0.175557025387; 2;3;5;7;8;9
      0.175457099537; 0;2;5;7;8;9
      0.175352703108; 1;3;5;6;10
      0.175328406174; 0;1;6;10
      0.175309264734; 0;1;7;8;10
      0.175222519894; 1;3;6;7;9
      0.175198382247; 3;4;6;8;9
      0.175184393643; 0;2;3;6;7;8;10
      0.175183090079; 0;2;3;6;8
      0.175082236630; 0;1;2;3;7;9
      0.175067474565; 2;3;5;7;8
      0.175029186756; 2;3;4;5;6;7;10
      0.174960754258; 1;3;5;7;8;9;10
      0.174817578043; 1;2;3;6;7;8;9;10
      0.174743004528; 1;2;3;7;9
      0.174719255000; 1;7;8;10
      0.174711613042; 0;6;8;9;10
      0.174667939406; 1;3;5;6;9
      0.174663400676; 0;1;2;3;7;8
      0.174622602430; 3;4;5;7;9
      0.174603106197; 1;3;6;7;8;9
      0.174493843640; 2;3;6;7;8;9
      0.174362201126; 0;1;3;6;7;10
      0.174327240056; 0;1;3;5;7
      0.174242146131; 0;2;3;4
      0.174222436736; 1;2;3;6;7;9
      0.174220268335; 2;8;9;10
      0.174197136380; 0;2;3;4;6;7;10
      0.174167542855; 1;2;6
      0.174112790460; 2;3;5;6;8;9;10
      0.174104126319; 0;1;2;9
      0.174078957784; 2;6;7;8;9;10
      0.174069949761; 0;3;4;7
      0.174033887052; 0;2;3;6;7;9
      0.174008694274; 0;2;3;5;7;9
      0.173910193634; 1;3;7;8;9
      0.173900368574; 0;2;3;4;7;8
      0.173874043396; 2;3;4;6;7;8;9
      0.173866188475; 5;8;9;10
      0.173762602224; 2;4;5;9;10
      0.173688029039; 1;2;3;5;7;8;9;10
      0.173684103952; 0;1;8;10
      0.173680496431; 1;2;3;7
      0.173632641918; 0;1;2;3;8;9
      0.173488573317; 2;3;4;5;9
      0.173480699719; 0;5;7;8;9;10
      0.173398095583; 2;4;5;7;9
      0.173396039344; 1;2;3;5;7;9
      0.173393358737; 0;1;2;4
      0.173349564928; 2;4;5;7;9;10
      0.173338525912; 2;6;7;8
      0.173285605024; 0;2;8;9;10
      0.173217305055; 1;3;4;7;9;10
      0.173185254786; 0;2;3;4;6;9;10
      0.173163281604; 2;5;8;9
      0.173130118760; 1;3;5;7;8;9
      0.173100046052; 3;4;5;6;7;9;10
      0.173085466388; 0;1;3;6;7;8;10
      0.172990047877; 0;3;5;8;9
      0.172981811752; 0;2;4;5;7;8;9;10
      0.172939952228; 0;1;2;3;7;9;10
      0.172927990780; 0;2;7;8
      0.172921618832; 3;4;5;9
      0.172909643242; 4;9;10
      0.172860487687; 4;5;7;9;10
      0.172841360214; 0;2;3;6
      0.172823178979; 1;2;3;7;8;9
      0.172716181045; 1;2;3;4;7;8
      0.172697590628; 1;3;5;8;10
      0.172677383312; 2;7;8;10
      0.172620735117; 1;2;3;5;6;7;9;10
      0.172574116132; 1;2;9;10
      0.172486828340; 0;1;2;3;6
      0.172470933566; 0;2;4;9
      0.172405191798; 3;4;7;8
      0.172372331023; 0;1;2;7;9
      0.172370582991; 2;7;8;9;10
      0.172343357832; 2;3;4;5;7;8;10
      0.172271301739; 1;3;6;8;9
      0.172251054045; 2;6;7;10
      0.172243813204; 2;3;4;5;7;8;9;10
      0.172236012411; 0;1;3;5;7;8;9
      0.172196104329; 6;7;8;10
      0.172195722345; 0;2;3;5;7;8;9
      0.172191887946; 0;1;3;4;8;9
      0.172065437198; 1;2;8;9
      0.172044272881; 0;1;2;3;4;9
      0.172027351866; 2;6;9;10
      0.171987623214; 2;4;5;7
      0.171932010230; 0;1;2;3;7;8;9
      0.171926727824; 2;5;7;8;9;10
      0.171904272078; 2;5;7;8;9
      0.171781741507; 0;2;5;9
      0.171769650259; 0;3;4;5;7;9;10
      0.171601957437; 2;4;5;7;8;9
      0.171590112596; 0;1;3;5;6
      0.171562454528; 0;1;2;3;5;7;9;10
      0.171543997331; 2;3;5;6;7;8;9;10
      0.171509705790; 0;1;3;4;7;8;10
      0.171456609601; 0;2;3;6;8;9
      0.171447975537; 0;3;4;6;7;8;9;10
      0.171438468403; 1;2;3;4;8;9;10
      0.171313835704; 0;2;3;4;8;9
      0.171239239501; 0;3;4;5;8;10
      0.171220397937; 0;2;3;4;5;7;9;10
      0.171209483812; 0;2;3;5;6;8;9;10
      0.171183843688; 0;1;2;3;6;7
      0.171182653619; 0;3;4;6;9
      0.171119973061; 2;3;5;8
      0.171114345765; 1;2;5;7
      0.171112958542; 1;6;7;10
      0.171109403442; 0;3;4;6;8;9
      0.171025197726; 1;2;3;5;8;9;10
      0.171019790365; 2;5;7;9;10
      0.171011624427; 1;2;3;5;7;8;10
      0.170932326052; 0;1;3;6;8
      0.170913344632; 0;2;3;4;5
      0.170894056628; 1;2;3;6;7;9;10
      0.170857345889; 0;4;7;10
      0.170783500360; 1;2;3;4;9
      0.170673677082; 1;2;3;7;8;9;10
      0.170662335475; 1;3;4;7
      0.170617099596; 0;4;7;8;9;10
      0.170567839510; 0;2;3;5;9
      0.170489910733; 1;2;3;7;8;10
      0.170388149125; 1;2;3;6;7;8;10
      0.170382090376; 0;1;3;6;8;9
      0.170339468292; 0;3;5;7;8
      0.170243726391; 0;2;3;4;6;7;8;9
      0.170224075350; 2;5;9;10
      0.170215808292; 0;1;3;5;8;9;10
      0.170014589159; 0;3;5
      0.170004010912; 2;3;4;6;7;8
      0.169981107247; 2;4;6;7
      0.169960784369; 0;3;4;6;7;9;10
      0.169954170928; 0;1;3;5;8;9
      0.169950578356; 0;3;4;6;7
      0.169949294342; 0;2;3;4;6;7
      0.169900174982; 0;2;3;4;5;6;7;9;10
      0.169883479050; 0;2;3;4;6;7;8;10
      0.169857079810; 3;4;6
      0.169814825171; 0;1;3;4;6;7;8;9;10
      0.169765412330; 4;6;8;9
      0.169749610327; 0;2;3;5;8;9
      0.169723882625; 0;1;6;7;9
      0.169698724463; 1;3;4;7;8;9;10
      0.169663965495; 0;2;4;7;10
      0.169631855189; 0;3;5;6;7;8;9;10
      0.169597906833; 1;6;7;9;10
      0.169588661809; 0;2;3;6;7;8;9;10
      0.169582572865; 2;4;5;8;9
      0.169552539598; 0;1;3;6;8;9;10
      0.169520244059; 1;8;9;10
      0.169442664176; 0;1;5;7;8;9;10
      0.169398845270; 0;2;6;9
      0.169369342577; 0;2;4;10
      0.169349794133; 1;4;7;9
      0.169231739546; 4;7;8
      0.169209108197; 0;3;4;5;7;10
      0.169201706939; 0;1;3;5;7;8
      0.169166626219; 0;3;4;5;7;8;10
      0.169054948122; 0;2;4;8;9;10
      0.169033576584; 2;3;4;5;8;9;10
      0.168944677632; 4;5;7;8;9;10
      0.168912626624; 0;1;3;4;7;9;10
      0.168889161756; 0;1;3;4;5;7;10
      0.168784342325; 0;1;3;5;6;10
      0.168763697202; 0;2;3;6;8;10
      0.168690961287; 2;4;5;7;8;9;10
      0.168570777961; 3;4;5;8;9
      0.168543500052; 1;3;6;7;8
      0.168504133174; 0;5;7;9
      0.168372391838; 1;3;5;7;8;10
      0.168360849073; 0;2;4;8;9
      0.168348474951; 1;2;3;4;6;10
      0.168307627773; 0;2;4;9;10
      0.168288051717; 2;4;6;7;10
      0.168267824986; 4;6;7;8;9;10
      0.168258851036; 2;3;4;6
      0.168199013971; 2;3;4;6;8;9;10
      0.168125761959; 0;1;3;5;7;8;9;10
      0.168086367263; 2;3;5;6;8;9
      0.168076603605; 0;2;3;4;7;8;9
      0.167881269139; 4;6;9;10
      0.167808556445; 3;4;5;7;8;9
      0.167661808248; 0;2;6;7
      0.167653653665; 0;1;2;3;5;9;10
      0.167623638824; 0;1;2;3;8;9;10
      0.167600995317; 0;2;8;9
      0.167515696969; 0;2;3;5;6;7;10
      0.167426720148; 4;5;6;7;9;10
      0.167326586143; 1;2;3;4;7;8;10
      0.167280634746; 3;4;6;7;8;9
      0.167251054880; 0;1;3;5;8;10
      0.167234021489; 0;2;3;4;8;10
      0.167218241170; 0;1;2;3;6;9;10
