      0.477996715127; 3;10
      0.176252780226; 0;2;3;4;7;9;10
      0.176201207690; 2;3;5;6;7;10
      0.176094461042; 0;3;7;8
      0.176019660298; 0;1;6;7
      0.175833102047; 0;1;3;6;9;10
      0.175794373370; 1;2;3;5;10
      0.175768609472; 0;1;3;6;7;10
      0.175649435521; 1;3;5;6;10
      0.175580189026; 0;1;3;5
      0.175549431756; 3;5;6;7;9;10
      0.175267537146; 0;2;3;8;9;10
      0.175233444073; 0;2;3;7;8;10
      0.175104078995; 0;2;3;5;7;9
      0.175083541762; 2;3;8;9
      0.175028874875; 3;6;7;8;9;10
      0.174957884672; 1;3;6;8;10
      0.174818553466; 2;3;4;7;8;10
      0.174783445369; 4;5;7;9
      0.174575828090; 0;3;5;6;7;9;10
      0.174570434748; 0;3;5;7
      0.174501212381; 0;3;7;8;9
      0.174425279164; 0;3;6;7
      0.174394555005; 5;7;8;9
      0.174365679296; 1;2;3;8;10
      0.174321830059; 0;1;2;3;4;10
      0.174255280657; 3;4;6;8;9;10
      0.174198612743; 1;2;4
      0.174174442193; 3;5;6;7;8;9;10
      0.174029650312; 2;4;7;9;10
      0.173959618361; 0;2;3;7
      0.173921479469; 0;3;6;7;8;10
      0.173874997516; 2;3;6;8;10
      0.173873157174; 0;2;7;10
      0.173765251634; 1;3;4;8;9;10
      0.173741500678; 0;1;3;5;7;8;10
      0.173644283905; 0;2;3;4;7;10
      0.173580349302; 2;3
      0.173578023353; 3;5;8;9
      0.173560381038; 0;1;3;4;7;9;10
      0.173416500082; 0;2;4;5;7;9
      0.173387894589; 0;3;5;9
      0.173345729198; 0;2;3;4;8;9;10
      0.173042620042; 0;6;10
      0.172948424635; 3;5;7;8
      0.172882363614; 0;3;4;8;9;10
      0.172873546355; 2;3;7;8
      0.172796668558; 0;3;5;8;9
      0.172783077023; 0;1;3;8;9
      0.172777081413; 2;3;5;8;9;10
      0.172653425853; 1;2;3;5;7;10
      0.172590666806; 0;6;7;8
      0.172588921793; 0;1;3;4;5;10
      0.172548675898; 0;2;3;5;7;10
      0.172504163131; 0;2;4
      0.172406809869; 1;8;9
      0.172355978739; 0;1;3;7;9
      0.172168007894; 5;7;9;10
      0.172120089817; 0;2;3
      0.171969002252; 1;3;5;8;10
      0.171947348869; 0;6;7
      0.171844693201; 0;4;5;7;10
      0.171839933502; 0;2;3;6;10
      0.171819442676; 1;3;5;7;9;10
      0.171819268182; 2;3;4;7;9
      0.171803079307; 0;1;3;6
      0.171768603076; 1;7;8;10
      0.171751751962; 1;3;6;7;8;9;10
      0.171711658438; 0;1;2;4
      0.171621312984; 2;3;7;8;9;10
      0.171370279524; 0;3;5;7;9
      0.171332668646; 2;5;7;10
      0.171318810763; 2;5;7;9
      0.171052912896; 5;8;9
      0.170976808689; 0;1;3;5;9
      0.170927114704; 0;3;6;9
      0.170920288114; 0;3;4;8;10
      0.170866049092; 0;8;9;10
      0.170829484538; 1;2;3;4;10
      0.170787871577; 0;3;5
      0.170695527664; 6;9;10
      0.170687549824; 0;3;6;8
      0.170646406331; 0;1;3;5;9;10
      0.170541613440; 1;5;7;9
      0.170492066484; 0;5;7;8
      0.170473324469; 3;6;7;8
      0.170077417339; 1;3;6;7
      0.170013400133; 0;4;7;8
      0.170008966104; 1;3;5;9
      0.170001361735; 0;1;8;9
      0.169988839620; 2;7;10
      0.169846638733; 3;4;8;9
      0.169842304844; 3;4;6;7
      0.169749587817; 0;1;3;5;8;10
      0.169622112333; 3;5;6;7
      0.169591754066; 0;7;8;9;10
      0.169581411394; 1;2;5
      0.169440665736; 1;3;4;7;9;10
      0.169374133073; 1;2;4;7
      0.169312104671; 0;2;3;7;9;10
      0.169236339819; 1;2;3;5;7;9;10
      0.169126077334; 0;2;3;5;6;10
      0.169108946735; 1;3;6;7;9;10
      0.169052391248; 0;3;5;6;9;10
      0.168939213949; 0;6;7;10
      0.168858738314; 2;3;5;8;10
      0.168803541870; 0;2;4;7;9
      0.168727095180; 1;3;6;8;9;10
      0.168657540538; 1;3;6;9
      0.168647900953; 0;2;5;10
      0.168595236833; 0;1;8
      0.168561639404; 2;3;5;6;7;8;9;10
      0.168554937352; 0;2;3;5;7;9;10
      0.168520681511; 0;1;3;7
      0.168409896880; 2;3;5;7;8;9;10
      0.168310609210; 4;5;7;8;9;10
      0.168224539655; 0;3;4;6;7;10
      0.168144393407; 1;3;6;7;8;10
      0.168114729219; 1;2;3;6;7;10
      0.168094114251; 0;1;2;3
      0.168016776909; 0;2;3;5;9;10
      0.168004429455; 2;3;4;8;9
      0.168004365682; 2;3;6;7;8;9;10
      0.167984392336; 0;1;3;6;8;10
      0.167928022556; 3;4;7;9
      0.167844072480; 0;1;3;7;8;9
      0.167745598397; 0;1;4;7;10
      0.167714382408; 0;3;4;7;9;10
      0.167714073897; 2;3;4;5;7
      0.167582502977; 2;3;5;7;8;10
      0.167538917838; 0;3;4;6;7;8;10
      0.167535626561; 1;2;3;6;8;9;10
      0.167511782364; 1;7;8;9;10
      0.167511592055; 0;5;7;9;10
      0.167480614807; 0;2;4;9
      0.167391125976; 0;1;2;3;7;9;10
      0.167340906412; 0;3;4;5;7;10
      0.167304279517; 0;5;7;10
      0.167290663306; 0;1;7;9;10
      0.167268135235; 3;5;6;7;9
      0.167262899253; 1;2;7;9
      0.167242633277; 1;3;4;7;8;10
      0.167218767032; 1;3;4;9;10
      0.167189067438; 3;5;6;9
      0.167134996575; 1;3;8;9
      0.167028396878; 2;9;10
      0.167021421326; 2;3;4;5;8;9;10
      0.167001503589; 0;3;5;6
      0.166978112587; 0;2;7;9
      0.166939398456; 1;3;4;5;10
      0.166919583871; 0;2;3;4
      0.166900360515; 0;1;3;5;7;8;9;10
      0.166797862181; 2;3;4;5;9;10
      0.166612547211; 3;4;5;7;8;10
      0.166600994223; 0;2;3;6;7;10
      0.166443575933; 1;3;5;7;8;10
      0.166394581513; 0;1;2;3;7;10
      0.166278844233; 1;2;3;4;7;10
      0.166193311764; 0;5;7;8;9
      0.166128609942; 0;2;3;4;5;9;10
      0.166115453554; 0;1;3;4;6;10
      0.166099499993; 0;1;2;3;4;7;10
      0.166014283708; 0;1;2;3;4;5;10
      0.165995823288; 1;3;4;6;10
      0.165984881931; 0;1;3;4;7;8;10
      0.165966960920; 0;2;4;7;10
      0.165937269633; 1;2;3;6;10
      0.165858308748; 6;7;10
      0.165802447990; 2;3;5;7;8
      0.165741357582; 1;2;3;4;5;7;10
      0.165655217587; 2;4;7;8
      0.165581149500; 0;1;2;4;9
      0.165570369196; 0;2;3;5;8;10
      0.165532246519; 0;3;4;5;7;9;10
      0.165439281833; 1;2;3;7
      0.165356836790; 0;2;3;5;7;8;9;10
      0.165156040261; 3;4;5;7
      0.165119153595; 0;3;6;7;9;10
      0.165110570424; 0;1;2;4;5
      0.165060385196; 0;3;4;6
      0.165027963203; 0;2;3;4;6;10
      0.165014794674; 3;4;7;8
      0.164972556063; 2;4;8;9
      0.164913141237; 3;6;7;8;9
      0.164905965628; 0;1;2;3;5;9;10
      0.164832899420; 1;3;7;8;9
      0.164828583531; 0;2;3;4;7;8;10
      0.164824488256; 0;1;5
      0.164824452443; 0;3;6;7;9
      0.164815621884; 0;1;3;4
      0.164778338187; 0;2;3;4;5;7;8
      0.164777275827; 2;3;4;6;9
      0.164757801550; 3;4;5;6;10
      0.164716198289; 0;2;4;5;7
      0.164651667915; 1;4;7;9
      0.164603739979; 2;3;4;5;7;9
      0.164587359356; 0;1;3;7;8
      0.164485650368; 1;8;9;10
      0.164409130315; 1;7;10
      0.164378451530; 2;3;5;6;9;10
      0.164329749629; 2;3;6;7;8;10
      0.164257836693; 3;4;5;8;10
      0.164231885884; 4;7;8;10
      0.164214046749; 0;6;9
      0.164202605787; 3;4;5;6;7;9
      0.164197653826; 0;2;3;4;5;7;10
      0.164163293824; 6;7;9;10
      0.164158650815; 0;2;3;5;7
      0.163981183544; 2;4;9;10
      0.163975256661; 2;4;5;7
      0.163781645954; 2;3;4;6;7;9;10
      0.163778160507; 0;1;2;7;10
      0.163764965047; 0;1;2;3;9;10
      0.163741913826; 0;3;4;6;9;10
      0.163687952824; 2;4;5;7;9
      0.163604404723; 0;1;2;4;7
      0.163462167361; 2;3;5;6;10
      0.163434894371; 2;6;7;9
      0.163433290725; 2;7;9;10
      0.163337618610; 0;1;2;3;4
      0.163289020067; 2;7
      0.163283394776; 2;3;4;6;7;10
      0.163254886140; 0;1;2;3;6;10
      0.163242799297; 2;3;4;5;8;10
      0.163207774280; 0;1;5;7
      0.163163671156; 1;3;4;7
      0.163128437353; 5;7;10
      0.163108275652; 2;7;8;9
      0.163097135319; 1;3;4;5;9;10
      0.163077781246; 3;4;5;6;7;10
      0.163058994963; 1;3;4;5;7;8;9;10
      0.163024118837; 0;1;3;4;5;7;8;10
      0.163019625154; 0;2;5;7;10
      0.163005253330; 5;6;7;9
      0.162950687872; 0;1;7;8;9
      0.162899678993; 4;6;7;9
      0.162892176853; 0;2;4;8;9
      0.162859468687; 0;1;5;7;9
      0.162807425947; 0;4;7;8;9
      0.162800046950; 0;2;3;7;8;9;10
      0.162718669272; 0;4;7;9;10
      0.162695236888; 0;3;4;5;8;10
      0.162637511045; 1;2;3;4;5;8;9;10
      0.162520329409; 1;3;4;5;7;10
      0.162503329172; 6;7;8
      0.162420308706; 5;8;9;10
      0.162392463874; 2;5;7;8;9;10
      0.162325851762; 0;4;7;9
      0.162306226546; 0;1;2;3;5;7;10
      0.162296354866; 1;9;10
      0.162113682329; 0;6;7;9
      0.162061713319; 0;1;3;5;7
      0.162050629833; 4;7;9
      0.161974281337; 0;1;3;6;7;9;10
      0.161932060495; 0;1;2;10
      0.161904327441; 1;3;5;7;9
      0.161851130553; 0;1;6;7;9
      0.161849081313; 4;5;7;9;10
      0.161810662278; 1;2;3;5;6;7;10
      0.161795537313; 2;3;7;8;9
      0.161771386766; 0;3;4;5;7;9
      0.161754068979; 2;3;5;6;7;9
      0.161746661405; 0;2;7;8;10
      0.161744937693; 2;4;5;9
      0.161743550568; 4;5;7;10
      0.161717458463; 0;1;2;3;8;10
      0.161699830410; 0;2;3;4;5;8;9;10
      0.161623975905; 4;5;7;8;9
      0.161533320324; 1;7
      0.161529322774; 0;1;2;3;5;7;9;10
      0.161419767784; 1;2;3;4;7;9;10
      0.161199176001; 0;2;3;4;7
      0.161193404677; 0;3;6;7;8
      0.161143519434; 0;2;3;5;7;8;10
      0.161087010479; 3;6;8;9
      0.161037441061; 0;1;3;4;7
      0.161031882918; 1;2;3;6;7;9;10
      0.160912818839; 1;3;5;6;7;8;10
      0.160912133854; 2;3;4;5;9
      0.160837139110; 2;3;4;7;8;9;10
      0.160687173440; 1;2;3;7;9
      0.160659515171; 2;8;9
      0.160621624807; 2;3;4;8
      0.160596977410; 1;2;3;7;8;9;10
      0.160545415021; 2;3;5;7;8;9
      0.160512388244; 0;2;9;10
      0.160425604498; 2;3;4;5;6;7;9
      0.160414311218; 3;4;5;9
      0.160411710364; 0;1;3;5;6;10
      0.160371288594; 0;3;4;6;8;10
      0.160145057246; 0;1;3;4;5;6;10
      0.160131613247; 0;3;4;7
      0.160094977920; 2;3;6;7;9
      0.160093902232; 0;3;4;5;6;7;10
      0.160070984344; 2;3;4
      0.160054602061; 0;1;4;6
      0.160036193440; 0;2;3;4;5;9
      0.160000452490; 3;4;5;8;9;10
      0.159989668248; 0;2;3;6;8;9;10
      0.159987601843; 0;3;6;7;8;9;10
      0.159981768661; 0;1;6;9
      0.159959838338; 0;1;2;3;5;8;9;10
      0.159919447294; 3;4;7;8;9
      0.159914474692; 0;1;3;6;7;8;9;10
      0.159894318338; 0;2;7;9;10
      0.159853320120; 0;2;4;10
      0.159824970105; 0;2;3;4;7;9
      0.159750775903; 1;2;4;7;9
      0.159627254447; 1;3;6
      0.159574713459; 2;3;6;7
      0.159564614453; 0;2;3;4;7;8;9;10
      0.159550179170; 0;2;3;4;8;10
      0.159492902670; 0;1;2;5;7;9
      0.159377487628; 0;1;3;4;5;8;9;10
      0.159334108086; 2;4;8;9;10
      0.159303073138; 2;4;6;7;9
      0.159294171409; 0;1;2;3;4;6;7;10
      0.159269374278; 0;3;4;5;7;8;9
      0.159164776289; 0;1;3;4;9;10
      0.159112201600; 1;3;8
      0.159100552082; 4;7;10
      0.159086882730; 0;3;5;6;8;9;10
      0.159046624527; 1;2;3;4;6;7;10
      0.158960300869; 1;3;5;7
      0.158891989231; 2;3;5
      0.158886558038; 1;3
      0.158861190803; 0;6;7;8;10
      0.158800843701; 0;1;3;5;8;9;10
      0.158759549972; 1;2;3;4;5;9;10
      0.158695419503; 0;1;3;6;8;9;10
      0.158662707691; 0;2;5;7;8;9
      0.158653928276; 0;2;3;8
      0.158647204362; 0;1;8;10
      0.158641291738; 0;2;3;6
      0.158626700204; 0;1;2;3;5
      0.158589450484; 1;4;7;8;9;10
      0.158558680282; 2;4;7;8;9;10
      0.158550929240; 3;4;5;6;9;10
      0.158519283301; 2;4;5;7;10
      0.158486125431; 0;3;5;6;8;10
      0.158476822236; 0;1;3;5;7;9;10
      0.158361325718; 3;4;6;9
      0.158275043664; 0;2;3;5;6;7;10
      0.158269254620; 0;1;4;7;9;10
      0.158255510101; 1;2;3;4;5;10
      0.158218357550; 0;2;3;5;8
      0.158109763766; 0;1;2;6
      0.157993961466; 0;2;5;7;9
      0.157977628236; 0;1;2;3;8;9;10
      0.157973672340; 0;3;4;5;7;8;10
      0.157955565562; 2;3;5;6;7;9;10
      0.157953747934; 0;2;5;7
      0.157855145298; 1;3;6;7;9
      0.157805028960; 2;3;4;5;7;8;9;10
      0.157758360203; 3;5;6;8;10
      0.157752157612; 2;3;4;5;6;7;9;10
      0.157735952817; 2;3;4;7;8
      0.157632921877; 1;3;4;7;9
      0.157617888952; 0;1;3;4;9
      0.157609369791; 0;1;3;4;8;9;10
      0.157601626976; 1;3;4;6;7;8;10
      0.157586757576; 1;2;3;5;8;10
      0.157530825826; 2;3;4;6;9;10
      0.157501326719; 1;3;4;8;10
      0.157495196653; 1;2;3;4;7;9
      0.157474573920; 0;2;3;5;6;7;8;9;10
      0.157447287721; 1;3;4;6;7;10
      0.157423194791; 6;8;9
      0.157414345557; 0;2;3;5;8;9;10
      0.157351461287; 0;2;3;4;9
      0.157287503161; 3;5;6;7;8;10
      0.157269902142; 1;4;5;7;9;10
      0.157254801181; 0;3;4;8;9
      0.157106332734; 0;4;8;9
      0.157102817376; 0;3;4;5;7;8;9;10
      0.157004905589; 1;2;3;4;6;10
      0.156993413704; 0;1;3;6;7;8;10
      0.156954842771; 0;1;7;8;9;10
      0.156901552170; 0;1;8;9;10
      0.156857846636; 0;2;3;6;9;10
      0.156831527223; 0;2;3;9
      0.156811645858; 0;3;4;5;7;8
      0.156789733957; 0;2;3;5
      0.156758851043; 1;2;3;4;5;7;9;10
      0.156740834053; 0;2;3;4;6;7;10
      0.156725817633; 1;2;3;5;6;10
      0.156694488244; 1;3;4;5;7;9
      0.156671498617; 1;3;6;8;9
      0.156643111119; 3;4;5;8;9
      0.156565804915; 0;2;3;4;5;7;8;10
      0.156556844492; 0;2;3;4;8
      0.156516409122; 2;3;4;5;7;8;9
      0.156491451390; 0;1;4;7;8;9
      0.156473408759; 0;1;2;3;5;9
      0.156472323649; 0;4;5;7;9;10
      0.156437436192; 1;3;4;6;7;9;10
      0.156427971985; 6;7;8;10
      0.156411790501; 1;2;3;4;9;10
      0.156399470011; 0;5;8;9
      0.156382604823; 1;2;3;5;7;8;9;10
      0.156373844640; 0;2;3;8;9
      0.156322760803; 2;4;5;8;9
      0.156235225102; 1;3;5;6;9;10
      0.156226461392; 0;1;3;4;7;8;9;10
      0.156165455396; 0;3;5;6;7;8;10
      0.156008522802; 0;4;7;10
      0.155990107678; 0;1;3;4;5;7;10
      0.155982506681; 1;2;3;6;7;8;10
      0.155913984296; 0;1;2;3;5;7;8;10
      0.155906693211; 0;3;5;7;8;9
      0.155882647488; 5;9;10
      0.155856313384; 2;6;7
      0.155830387175; 0;1;6;9;10
      0.155722903783; 0;1;3;5;7;9
      0.155684177907; 0;2;3;6;7;8;10
      0.155652155690; 0;1;2;3;9
      0.155622531430; 1;3;4;5;8;10
      0.155600331407; 0;1;2;8;9
      0.155589097602; 2;4;5;7;8;9
      0.155567398792; 0;2;3;6;8;10
      0.155552191355; 2;5;7;8;10
      0.155501702922; 0;6;8;9;10
      0.155488604336; 2;4;6
      0.155465130869; 1;4;7;8;9
      0.155441065050; 0;1;4;7
      0.155434966417; 0;2;6;7
      0.155421439198; 1;2;7;8;9
      0.155340447718; 0;1;5;6
      0.155266279686; 2;5;7;8;9
      0.155219896375; 1;2;3;7;8;10
      0.155156821717; 0;2;4;5;7;9;10
      0.155140923205; 1;2;3;6;7;9
      0.155112800270; 1;2;3;4;7;8;10
      0.155066981442; 3;5;6;8;9;10
      0.155061144444; 0;2;3;5;9
      0.155051974727; 0;1;5;7;8;9
      0.154997769291; 0;1;3;5;6;7;9;10
      0.154958342534; 1;4;7;10
      0.154951117940; 2;4;5;7;9;10
      0.154934522783; 0;1;2;5;7
      0.154905025886; 1;3;5;6;8;10
      0.154857292732; 0;2;4;5;10
      0.154849054904; 2;3;4;6;7;9
      0.154819587009; 5;7;8;10
      0.154818682363; 0;2;3;4;6;9
      0.154763032813; 0;2;3;4;5;7;9;10
      0.154755849022; 0;1;3;4;5;8;10
      0.154739139056; 0;1;2;3;4;7;9;10
      0.154716979665; 0;2;3;7;8
      0.154714883669; 0;1;3;4;5;7;8;9;10
      0.154650768975; 4;7;8
      0.154612928240; 0;3;5;6;7;9
      0.154588066803; 0;1;2;3;7
      0.154579250666; 2;5;9
      0.154544616267; 0;2;5;7;9;10
      0.154540891175; 0;3;4
      0.154527533397; 0;2;4;8;9;10
      0.154483068480; 0;3;5;6;7;8;9;10
      0.154458700867; 2;5;10
      0.154450753498; 1;2;3;5;7;9
      0.154443304561; 0;1;2;3;5;7;9
      0.154378701970; 0;3;4;8
      0.154377923386; 1;5;7;8;9
      0.154360575781; 1;2;3;4;6;9;10
      0.154295716862; 1;4;7;9;10
      0.154217153914; 1;2;3;8;9
      0.154205539252; 0;2;8;9;10
      0.154202809293; 1;3;4;5;7;8;10
      0.154189284096; 0;5;8;9;10
      0.154144104264; 2;3;4;6;7;8;10
      0.154114199216; 2;7;8;9;10
      0.154101633477; 2;4;10
      0.154087951520; 0;1;5;9;10
      0.154065904474; 0;1;5;8;9
      0.154058277216; 0;2;3;4;5;7;9
      0.154029019517; 1;2;4;9
      0.154025849966; 4;6;7;8;10
      0.153925890602; 1;3;4;6;9;10
      0.153916856043; 3;4;6;7;8
      0.153866551978; 1;2;3;4;6;7;8;10
      0.153820924539; 0;2;4;6;7
      0.153816888450; 2;3;4;5;6;7;10
      0.153789849658; 2;6;7;9;10
      0.153759970746; 0;6;7;9;10
