      0.271701680672; 1;4
      0.186887279134; 0;3;4;5;6;7
      0.186485806538; 1;2;7
      0.186376599739; 1;2;3;4;5
      0.185388655462; 2;3
      0.184918799570; 0;1;4;5;6
      0.184698234880; 1;4;7
      0.184275210084; 0;1
      0.184185217234; 0;2;4;5
      0.184128850139; 0;4;5;6
      0.183607173051; 1;3;6
      0.183349226399; 1;3;4;6;7
      0.183145014547; 0;1;3;4;5;6;7
      0.182225969861; 2;4;6;7
      0.181583335921; 0;1;2;3;4;7
      0.181071624224; 0;1;2;3;6
      0.180865131110; 0;1;3;4;5;7
      0.180845216946; 0;2;4;6;7
      0.180620890875; 0;1;2;4;5
      0.180352908227; 0;2;3;4;5;6
      0.179315179008; 1;2;4;6;7
      0.179169055985; 0;2;3;4;6
      0.179004255102; 1;2;4;5;6
      0.178988205393; 1;2;3;7
      0.178533577496; 2;3;4;5;7
      0.178499294373; 1;2;5;7
      0.178469236680; 0;2;4;5;6;7
      0.178392594294; 0;1;2;4;6
      0.178236781349; 2;4;6
      0.178186242558; 1;3;5
      0.178169794297; 2;4;5;7
      0.178065836281; 2;3;4;5;6
      0.177729794850; 0;1;3;7
      0.177608543417; 3;7
      0.177314536821; 0;1;2;3;4;5;7
      0.176999257309; 1;2;3;4;5;6;7
      0.176575130615; 0;1;6
      0.176506201228; 0;2;3
      0.176441762312; 0;1;2;4;5;7
      0.176410978876; 0;2;3;6
      0.176183022436; 1;2;3;4;6
      0.175881337613; 3;4;5;7
      0.175824501212; 1;3;4;5;6;7
      0.175762424154; 0;1;2;3;4;6;7
      0.175700158170; 0;1;2;3;4;5;6
      0.175447387649; 0;1;4;6;7
      0.175387556118; 0;1;3;5;6
      0.175367997801; 1;2;3
      0.175056497363; 0;2;4;5;7
      0.174469723815; 0;1;3;6
      0.174137039999; 3;4;6;7
      0.174103641457; 0;2
      0.173951655609; 2;4;5
      0.173718487395; 2;7
      0.173210130897; 0;1;3
      0.172890694171; 1;3;7
      0.172306326686; 1;2;5;6;7
      0.172211059890; 0;1;7
      0.172123556950; 0;2;6
      0.171907840414; 0;2;7
      0.171831659866; 0;2;3;4;5;6;7
      0.171726083509; 1;2;3;4;5;6
      0.171605758903; 0;1;2;4;5;6
      0.171567375390; 0;4;5;6;7
      0.171537176163; 0;4;6;7
      0.170543202791; 1;4;5;7
      0.170498895416; 3;5;7
      0.170485052284; 2;3;4;5;6;7
      0.170232629630; 0;1;2
      0.169694356765; 0;1;4;5;6;7
      0.169677260232; 1;2;4;5;6;7
      0.169461251478; 0;1;2;3;4;5;6;7
      0.168599616431; 0;3;7
      0.168550744686; 0;2;3;6;7
      0.168344854877; 0;1;2;7
      0.168272563671; 2;3;5;7
      0.167884265165; 0;1;3;4;6;7
      0.167820717538; 0;1;2;4;6;7
      0.167710084034; 4;5
      0.167300146079; 1;2;3;6
      0.167285903783; 1;4;5;6
      0.166957282913; 4;7
      0.166934730513; 1;2;5
      0.166805729989; 0;1;2;3;5;6
      0.166803190744; 1;2;6
      0.166578049677; 0;1;2;4;5;6;7
      0.166362044818; 2;5
      0.166330532213; 0;5
      0.165974578857; 0;1;2;3;7
      0.165935049886; 0;1;5;7
      0.165790256013; 0;2;5
      0.165654765175; 2;3;4;6;7
      0.164976898956; 0;2;3;5;6
      0.164746982848; 0;2;3;5;7
      0.164612957654; 4;5;6
      0.164535027513; 0;3;6
      0.164446893363; 2;3;5
      0.164368031607; 1;3;6;7
      0.164362681007; 3;4;5;6;7
      0.164152661064; 2;6
      0.164096638655; 1;6
      0.163962863817; 0;5;6;7
      0.163816367509; 0;2;3;5
      0.163803973366; 1;3;5;7
      0.163625962467; 0;2;4;5;6
      0.163581623624; 1;2;3;4;6;7
      0.163424369748; 1;7
      0.163146194980; 2;4;5;6;7
      0.162592625131; 1;4;6;7
      0.162556022409; 0;7
      0.162032028982; 0;3;6;7
      0.161741611108; 2;3;6
      0.161722391539; 0;1;2;3;5
      0.161607316788; 0;2;5;6
      0.161593839020; 2;5;7
      0.161544834747; 0;1;2;6;7
      0.161509103641; 0;6
      0.161291100872; 1;4;5;6;7
      0.160987330478; 2;5;6
      0.160834052723; 0;3;5;6
      0.160612214012; 1;2;6;7
      0.160293859579; 0;2;3;5;6;7
      0.160094993737; 0;1;2;5;6;7
      0.159967743760; 2;3;6;7
      0.159913679863; 2;5;6;7
      0.159900461668; 2;6;7
      0.159846143577; 1;2;3;5;7
      0.159481792717; 5;6
      0.159212556044; 0;3;5;6;7
      0.159166764093; 0;3;5
      0.159132346041; 2;3;5;6;7
      0.159095177046; 4;5;7
      0.158969491926; 0;2;5;6;7
      0.158620574673; 0;1;3;6;7
      0.158062473703; 0;3;5;7
      0.157932583774; 1;2;3;5
      0.157859804434; 0;2;6;7
      0.157792444265; 0;2;5;7
      0.157733849381; 0;1;3;5;7
      0.157622805632; 0;5;7
      0.157399220282; 2;4;5;6
      0.156789215686; 3;5
      0.156764705882; 3;6
      0.156372139333; 1;2;3;5;6;7
      0.156165031816; 0;1;5;6;7
      0.156062560535; 0;1;2;6
      0.155954360644; 3;6;7
      0.155237977655; 0;1;3;5;6;7
      0.155230558191; 0;1;2;3;5;6;7
      0.154986372727; 0;1;2;5
      0.154645985876; 0;5;6
      0.154393124593; 0;1;6;7
      0.154240482823; 3;5;6
      0.154143039272; 1;2;5;6
      0.153568584480; 1;2;3;6;7
      0.153551253127; 2;3;5;6
      0.153416889465; 0;6;7
      0.153260407942; 1;2;3;5;6
      0.153016717470; 4;6;7
      0.152849440333; 0;1;2;5;7
      0.152699579832; 6;7
      0.152615546218; 5;7
      0.152430946717; 1;5;7
      0.151983114635; 0;1;2;3;5;7
      0.151749449510; 1;5;6
      0.151613392604; 0;1;5;6
      0.151459283653; 1;3;5;6;7
      0.151049989809; 0;1;2;3
      0.150692640414; 0;1;2;3;6;7
      0.149871628933; 1;5;6;7
      0.149721390181; 0;1;2;5;6
      0.149607843137; 4;6
      0.148472242375; 5;6;7
      0.148149408186; 0;1;5
      0.147636038919; 1;6;7
      0.145117170818; 4;5;6;7
      0.144705077811; 3;5;6;7
      0.135042016807; 1;5
